LINE_ID,NAME,FROM_NODE,TO_NODE,R_PU,X_PU,B_PU,NUM_LINES,LENGTH_KM,VOLTAGE_KV
l_395,Tumut 2 to Upper Tumut,499,666,0.0006111540498346728,0.001441971984285878,0.011951733162188767,1,3.9615878587497537,330
l_396,Tumut 1 to Upper Tumut,499,507,0.0007787028284872967,0.0018372907175639383,0.015228318328643114,1,5.047662977515869,330
l_397,Upper Tumut to Murray,499,204,0.007073008017719195,0.016688230093442873,0.13831979761022536,1,45.84824840057263,330
l_398,Lower Tumut to Upper Tumut,499,500,0.006301665649896817,0.014868305828859361,0.12323542050530759,1,40.848296980581146,330
l_399,Lower Tumut to Murray,500,204,0.011304135050937341,0.026671255887848813,0.221063749466597,1,73.27501827661169,330
l_400,Tumut 2 to Upper Tumut,499,666,0.0005917769563482034,0.0013962531905514083,0.011572794577274345,1,3.8359827706142466,330
l_401,Tumut 3 to Lower Tumut,500,667,9.944979428055119e-05,0.00023464430487590132,0.0019448409195639781,1,0.6446477736400014,330
l_402,Tumut 3 to Lower Tumut,500,667,9.415745236945338e-05,0.00022215742244563772,0.0018413438416314666,1,0.610342057323421,330
l_403,Tumut 3 to Lower Tumut,500,667,9.238144131534916e-05,0.000217967058028527,0.0018066121561955387,1,0.5988296999548525,330
l_404,Lower Tumut to Yass,500,785,0.01988014957421885,0.04690571671281765,0.38877635352287954,1,128.8659695614543,330
l_405,Lower Tumut to Yass,500,785,0.01989497878031086,0.046940705108525195,0.3890663535879479,1,128.96209459380074,330
l_406,Casino Tee to Tenterfield,541,919,0.105669467536187,0.22044755524166756,0.05983014283157264,1,109.59433347324538,132
l_407,Armidale to Coffs Harbour,589,875,0.02102585815509456,0.049608929881781554,0.4111818390857433,1,136.29261625534508,330
l_408,Coffs Harbour to Koolkhan,875,540,0.07788961674168336,0.16249325363103975,0.04410116756910389,1,80.7826596492316,132
l_409,Kempsey to Port Macquarie,952,955,0.04155047207445051,0.08668256026569844,0.02352591280051934,2,43.09377532293011,132
l_410,Casino to Casino Tee,600,919,0.000951366459390606,0.0019847399159057793,0.0005386645024118708,1,0.9867029278822571,132
l_411,Lismore to Lismore 132,601,602,0.010072024886272672,0.021012249936356264,0.0057027890988707915,1,10.446128667762801,132
l_412,Lismore to Lismore 132,601,602,0.009592421261809142,0.020011701254100234,0.00543123711679644,1,9.948711194390626,132
l_413,Lismore to Lismore 132,601,602,0.009677182471847671,0.02018853001994899,0.005479228986363166,1,10.036620677944871,132
l_414,Lismore 132 to Dunoon,602,603,0.016433667331211696,0.034283903111178696,0.009304756488303811,2,17.044060689228132,132
l_416,Dunoon to Mullumbimby,603,605,0.020814304669921155,0.043422785081868635,0.011785077093482898,2,21.58740741480394,132
l_418,Bendeela to Kangaroo Valley,138,596,0.00030578178274348616,0.0007214691028233822,0.005979870826671539,1,1.9821211988550975,330
l_419,Capital Wind Farm to Kangaroo Valley,692,138,0.01991341467779147,0.04698420322111955,0.3894268861367436,1,129.0815987149697,330
l_420,Bannaby to Mount Piper,609,215,0.009529556186909439,0.023845710232570056,0.9260739519395121,1,141.8088718290095,500
l_421,Bannaby to Mount Piper,609,215,0.009531310248717124,0.02385009940335364,0.9262444101348708,1,141.8349739392429,500
l_422,Marulan to Fairfax Lane,34,511,0.03718257605158287,0.07757025921751508,0.021052806339259517,1,38.563643162070235,132
l_423,Dapto to Springhill,265,513,0.012760004681048126,0.026619911147427695,0.007224725556009864,1,13.233947712058486,132
l_424,Dapto to Springhill,265,266,0.012745370291400774,0.026589380895923328,0.007216439552083951,1,13.21876975936709,132
l_425,Dapto to Tallawarra,265,894,0.003046996203336346,0.006356640943857436,0.001725211854507007,1,3.1601703480316963,132
l_426,Tallawarra to Springhill,513,894,0.010068546429554948,0.021004993182846324,0.00570081959370428,1,10.442521011224132,132
l_427,Tallawarra to Springhill,513,894,0.010056298680305201,0.020979441938553407,0.005693884907611284,1,10.42981834557368,132
l_428,Goulburn to Cullerin Range Tee,412,411,0.03050221074197884,0.06363368666765216,0.01727037779145012,1,31.635149998109487,132
l_429,Terranora to Mudgeeraba,604,599,0.03329832096519973,0.06777827388125474,0.00931870299622752,2,23.982719266602185,110
l_431,Wallerawang to Mount Piper 132,844,93,0.008748013857780217,0.018250099230484543,0.004953132922945108,1,9.072940086783483,132
l_432,Wallerawang to Mount Piper,215,334,0.0012756424570596633,0.0030097823708167106,0.02494647341576198,1,8.26889664129746,330
l_433,Vales Point to Eraring 132 Tee,396,53,0.00852550125692191,0.017785893627736707,0.004827146098164165,1,8.84216273217901,132
l_434,Vales Point to Eraring,53,255,0.00473873794465351,0.011180695536438445,0.09267079463084404,1,30.71717631980757,330
l_435,Vales Point to Munmorah,53,916,0.0010714350337913665,0.002527970324548264,0.02095299152146536,1,6.945194951183322,330
l_436,Morisset to Ourimbah,54,777,0.02852252285834287,0.059503663452198305,0.01614947681975447,1,29.58193085022418,132
l_437,Munmorah to Tuggerah,916,878,0.0061202053782793316,0.01444016397492891,0.11968678207855224,1,39.672045577060665,330
l_438,Sydney North to Tuggerah,166,878,0.01001202133186381,0.02362261081396034,0.19579516392789723,1,64.8993525619029,330
l_439,Munmorah to Charmhaven,607,59,0.0069424337027830475,0.01448329941363406,0.0039308118960094994,1,7.200295526029276,132
l_440,Charmhaven to Wyong,607,912,0.007497604966562429,0.01564149724214758,0.004245150340049923,1,7.776087436749034,132
l_441,Wyong to Tuggerah,912,878,0.005661015661977199,0.011810006163230595,0.003205271906114946,1,5.871281957993495,132
l_442,Berkeley Vale to Gosford,289,176,0.015107691044456724,0.0315176524851551,0.008553987581470244,1,15.668833854679404,132
l_443,Berkeley Vale to Ourimbah,777,176,0.005708679467860401,0.01190944235540093,0.003232259193742867,1,5.920716133809502,132
l_444,Gosford to West Gosford,790,289,0.0011626457292971731,0.0024255105529698584,0.0006582910056071422,1,1.205829713528211,132
l_445,Ourimbah to West Gosford,790,777,0.011774655424188532,0.02456427634772073,0.006666819964626955,1,12.211999768515534,132
l_446,Gosford to Sommersby,289,267,0.0077295876058784095,0.01612545923124537,0.0043764991086993645,1,8.01668657409675,132
l_447,Sommersby to Mount Colah Tee,789,267,0.03342796249733882,0.06973738754503427,0.018926940935888845,1,34.66957253295426,132
l_448,Sydney East to Sydney North,254,166,0.023128541608524275,0.04825074425740162,0.013095400026030178,1,23.987601725412322,132
l_449,Sydney East to Mount Colah Tee,254,789,0.012201556709737165,0.025454877454388493,0.006908531837364554,1,12.654757387527404,132
l_450,Sydney East to Sydney North,254,166,0.003512207524410284,0.008286789320250305,0.06868475657379472,1,22.766630917159517,330
l_451,Sydney East to Sydney North,254,166,0.00339746563227583,0.008016064461392552,0.06644086327441034,1,22.02285758064511,330
l_452,Sydney East to Warringah,254,189,0.005663300637128861,0.011814773076490563,0.0032065656609987186,2,5.873651803650791,132
l_454,Warringah to Sydney East,189,907,0.004446541921175777,0.009276372055788996,0.0025176358360982226,2,4.6116991925337345,132
l_456,Lane Cove to Meadowbank,913,531,0.004515030018305767,0.00941925186702955,0.002556413855227984,1,4.68273113327141,132
l_457,Lane Cove to Mason Park,913,287,0.008234211664130069,0.017178205521649562,0.004662217681768783,1,8.5400538116549,132
l_458,Sydney North to 927 Tee,166,515,0.014687828316059276,0.030641735210559035,0.008316260945807293,1,15.233376224941479,132
l_459,Kemps Creek to Eraring,214,905,0.009485507345442332,0.023735487270545034,0.9217933239757632,2,141.15338311670135,500
l_461,Eraring to Newcastle,255,43,0.003040300314385465,0.007173359774586029,0.05945613565071427,1,19.70766096646292,330
l_462,Eraring to Newcastle,255,43,0.003292624098234053,0.00776869875233983,0.06439058145181453,1,21.343259779624304,330
l_463,Vales Point to Newcastle,53,43,0.005399613466969854,0.012739981592938042,0.10559488128016557,1,35.00106586625102,330
l_464,Newcastle to Kurri,43,48,0.016513568005971337,0.03445059183237331,0.009349996318641475,1,17.12692910333599,132
l_465,Newcastle to Capral,43,47,0.02043937711424396,0.04264061152720899,0.011572792791018924,1,21.198553978487308,132
l_466,Newcastle to Waratah,43,49,0.01682976073033004,0.035110232830812216,0.009529024909413986,1,17.454866128885154,132
l_467,Newcastle to Maryland,43,947,0.010269952840426685,0.021425167069607592,0.00581485607567599,1,10.651408231642534,132
l_468,Newcastle to Beresfield,43,46,0.017566614262564118,0.03664745605658992,0.009946232009131948,1,18.219088506602215,132
l_469,Newcastle to Capral,43,47,0.019421915942756232,0.04051798487792658,0.010996705406128458,1,20.143301392058607,132
l_470,Newcastle to Kurri,43,48,0.015364135143988584,0.032052645952199775,0.008699186449800406,1,15.934803020765305,132
l_471,Newcastle to Tomago,43,44,0.0037855312981116477,0.008931676193573448,0.07402987833326741,1,24.538354664545142,330
l_472,Newcastle to Waratah West,43,828,0.0028682616332415707,0.006767447454296088,0.056091745917613546,1,18.59248165833375,330
l_473,Newcastle to Tomago,43,44,0.003955973284169169,0.009333821231976574,0.07736304308533613,1,25.643183967025145,330
l_474,Liddell to Tomago,44,243,0.0177192837671191,0.04180731647071497,0.3465184456635759,1,114.85892870471844,330
l_475,Tomago to Waratah West,44,828,0.0013856131567339578,0.0032692499601512585,0.02709706123976792,1,8.98174242668619,330
l_477,Tomago 132 to Beresfield,42,464,0.008724252756973404,0.018200528841754052,0.004939679367360377,1,9.048296430803845,132
l_478,Tomago 132 to Stroud,45,466,0.04694505730730442,0.0979367394894008,0.026580331569954437,1,48.68873086443288,132
l_479,Kurri to Beresfield,46,48,0.014609670743621414,0.03047868294797761,0.008272008061494,1,15.152315656955926,132
l_480,Kurri to Capral,47,48,0.004222872589762948,0.008809753282720881,0.002390994069488685,1,4.379722143097,132
l_481,Kurri to Rothbury,48,943,0.018902421374209805,0.03943421574131986,0.010702567137420755,1,19.60451131096617,132
l_482,Maryland to Waratah,49,947,0.007082888192985421,0.01477631545421574,0.004010337348404402,1,7.345966897296308,132
l_483,Waratah West to BHP,828,948,0.004548124769067612,0.009488294108529279,0.00257515213139445,1,4.717055117632981,132
l_484,Waratah West to BHP,828,948,0.004625460108770259,0.009649631029862719,0.002618939466830327,1,4.7972629128102975,132
l_485,Redbank to Rothbury,943,50,0.03311393287457797,0.0690822592073488,0.01874913709508978,1,34.343878952776585,132
l_486,Redbank to Singleton,50,827,0.005944604459641442,0.01240162887693072,0.0033658401257274386,1,6.165404053856696,132
l_487,Singleton to Mitchell,827,240,0.04460883672500096,0.09306291805467373,0.025257561479555247,1,46.26573637478671,132
l_488,Singleton to Muswellbrook 330,827,242,0.0398374740340097,0.08310890517919368,0.022556011845972748,1,41.317151640987205,132
l_489,Wellington to Wollar,639,462,0.01803765259295341,0.04255848375439288,0.35274446879892185,1,116.92264091503726,330
l_490,Muswellbrook 132 to Mitchell,240,241,0.011495417436434889,0.023981730290035592,0.0065087151773043535,1,11.9223900840739,132
l_491,Muswellbrook 330 to Mitchell,240,242,0.015072295949660502,0.031443811267845075,0.008533946848545478,1,15.632124084933608,132
l_492,Muswellbrook 330 to Muswellbrook 132,241,242,0.004115892838741286,0.008586572215162165,0.0023304220430277757,1,4.268768858465963,132
l_493,Cooma to Snowy Adit,203,16,0.06263303150328751,0.13066497820239045,0.03546287596776984,1,64.9594012448382,132
l_494,Murray to Murray 1,204,209,0.0007371132118186149,0.0017391631471262538,0.014414991474511545,1,4.778073140895664,330
l_495,Murray to Murray 1,204,209,0.0007367602577585418,0.001738330378585322,0.014408089102277168,1,4.775785242256261,330
l_496,Murray to Murray 1,204,209,0.0007410595203202631,0.001748474165031257,0.014492165513037733,1,4.803653676361705,330
l_497,Murray to Murray 1,204,209,0.0007471784053549077,0.0017629112137547505,0.014611826474466304,1,4.843317163282705,330
l_498,Murray to Murray 1,204,209,0.0007590022802649254,0.0017908087567237586,0.014843054260498088,1,4.919961209574426,330
l_499,Murray to Murray 2,204,210,0.00033162378722572966,0.0007824413674942382,0.006485237259294233,1,2.149632763623926,330
l_500,Murray to Murray 2,204,210,0.00031527434054934815,0.0007438660785432845,0.006165507358005997,1,2.0436533146323814,330
l_501,Murray to Guthega,205,206,0.019126645310020986,0.0399019915296223,0.010829522921514642,1,19.837063564393194,132
l_502,Jindabyne to Snowy Adit,203,211,0.017148517389634,0.03577522270820036,0.009709505202343824,1,17.78546232124898,132
l_503,Munyang to Guthega,206,208,0.0007700631590517417,0.001606505121609487,0.00043601041880541165,1,0.7986655049593778,132
l_505,Muswellbrook 330 to Banard River,242,744,0.0871308561014151,0.18177231949326042,0.04933356519279928,1,90.36714504232482,132
l_506,Liddell to Tamworth,243,517,0.021581296344031886,0.050919444485532886,0.4220439924561809,1,139.89304594434952,330
l_507,Muswellbrook 330 to Tamworth,242,517,0.01971386600440628,0.046513383144576335,0.3855245107899489,1,127.78809570713355,330
l_508,Liddell to Muswellbrook 330,242,243,0.0028646565661941577,0.006758941569920049,0.056021245199514506,1,18.56911309872284,330
l_509,Liddell to Bayswater,243,246,0.0009547760030142865,0.0022527221213497423,0.018671606644470103,2,6.1889944481104635,330
l_511,Lismore to Casino Tee,919,601,0.013919586098919315,0.02903902893645062,0.007881281545868637,1,14.436599296879177,132
l_512,Lismore to Coffs Harbour,875,601,0.02648823477927735,0.062496996420521506,0.5180041171370314,1,171.70052187281567,330
l_513,Armidale to Dumeresq,589,308,0.0266756583682996,0.06293920827306099,0.5216693742434837,1,172.91542835165632,330
l_514,Armidale to Dumeresq,589,308,0.02670054285021473,0.0629979213352992,0.5221560153576339,1,173.07673311835617,330
l_515,Gunnedah to Tamworth,518,635,0.05924031717630467,0.12358710039666931,0.03354191821617908,1,61.44067181428171,132
l_516,Tamworth to Tamworth,517,518,0.003059209956623057,0.006382121265800559,0.001732127292056678,1,3.172837755011914,132
l_517,Tamworth to Tamworth,517,518,0.003201192654773707,0.006678325452532243,0.0018125180170980091,1,3.3200940962367307,132
l_518,Sydney North to 92B Tee,166,535,0.019652940978537262,0.040999949115326624,0.011127511978837976,2,20.382907357740077,132
l_520,Lane Cove to 92B Tee,535,865,0.0031250292250615606,0.006519433368845785,0.0017693942181003504,2,3.241101739135276,132
l_521,Macquarie Park to 92B Tee,535,159,0.0007800753468177511,0.0016273925393953436,0.0004416793280756484,2,0.8090495739852677,132
l_524,Mason Park to 926 Tee,529,533,0.00621628455499772,0.012968407665785739,0.0035196656279151443,1,6.44717512418335,132
l_525,927 Tee to Homebush Bay,533,515,0.006326782080985978,0.01319892751255247,0.0035822294215686785,1,6.5617768439940285,132
l_526,Sydney North to 926 Tee,529,166,0.015345630743468315,0.03201404208723273,0.008688709242410664,1,15.915611313939996,132
l_527,Sydney North to Pennant Hills,166,753,0.010742555014130045,0.02241110933111398,0.006082443830345999,1,11.141564200369162,132
l_528,Carlingford to 927 Tee,395,515,9.019431573530702e-05,0.00018816330643224292,5.106809865575766e-05,1,0.09354439031976129,132
l_529,Carlingford to 926 Tee,529,395,0.0002006918417235622,0.0004186831531989701,0.00011363189230929074,1,0.20814611013043738,132
l_530,Mason Park to Chullora,287,256,0.0038353398185082105,0.008001282737812733,0.0021715726831914,2,3.977795297481373,132
l_532,Chullora to 910 Tee,256,534,0.0012437625127209235,0.0025947363190475556,0.0007042193977097968,1,1.289959406050558,132
l_533,Chullora to 911 Tee,256,52,0.0012532896488756562,0.0026146118225655996,0.0007096136703431693,1,1.2998404072624663,132
l_534,Canterbury to 910 Tee,534,60,0.007637674370797059,0.0159337099167038,0.004324457756440768,1,7.9213594188552365,132
l_535,Canterbury to 911 Tee,52,60,0.0075741307219726805,0.015801145209403917,0.004288479288167518,1,7.855455577360238,132
l_536,Sydney South to 910 Tee,534,286,0.012975037769880637,0.027068512998411356,0.007346477474689282,1,13.45696774419049,132
l_537,Sydney South to 911 Tee,52,286,0.013025379735290799,0.02717353636475822,0.007374981138530313,1,13.509179554030172,132
l_538,Chullora to St Peters,167,256,0.010857148788051432,0.02265017476691013,0.006147326923080214,2,11.260414314464771,132
l_540,Chullora to Marrickville,55,256,0.00929841137654814,0.019398338076127602,0.005264768468480064,2,9.643780941962785,132
l_542,St Peters to Beaconsfield West,167,249,0.0009884370644514693,0.002062076581335632,0.0005596539106804867,1,1.0251504411310954,132
l_543,St Peters to Beaconsfield West,167,249,0.0009940710770019953,0.002073830253630223,0.0005628438934018191,1,1.0309937170049266,132
l_544,Marrickville to Beaconsfield West,55,249,0.0022659571053575372,0.004727237827591876,0.001282986849700278,4,2.3501212264136746,132
l_546,Beaconsfield West to Green Square,163,249,0.0007193102272589018,0.0015006243975370663,0.0004072740654472688,1,0.7460274642713753,132
l_547,Beaconsfield West to Kingsford,632,249,0.0040235826113547545,0.008393994695603882,0.002278155913386687,1,4.173029965490788,132
l_548,Kingsford to Maroubra,632,670,0.0017722319082116326,0.0036972287321570744,0.0010034392211038733,1,1.8380576648023506,132
l_549,Bunnerong to Maroubra,290,670,0.002966435366287756,0.006188574992644971,0.0016795982397171192,1,3.0766172513213017,132
l_550,Bunnerong to Canterbury,290,60,0.011989877637888021,0.025013272750844504,0.006788678965967698,1,12.435215950152434,132
l_551,Bunnerong to Canterbury,290,60,0.012013455953529378,0.025062461813314924,0.006802029028435526,1,12.459670031803327,132
l_552,Beaconsfield West to Bunnerong,290,249,0.006879015928680937,0.014350997306075025,0.0038949046981115796,1,7.134522234603373,132
l_553,Bunnerong to Peakhurst,290,869,0.016584198528520295,0.034597941169740104,0.009389987380874524,1,17.200183045293908,132
l_554,Beaconsfield West to Peakhurst,869,249,0.012377354764768323,0.02582162721050501,0.007008068846372619,1,12.837085084602576,132
l_555,Campbell to Beaconsfield West,253,249,0.004391955687390489,0.009162494300289793,0.002486729063875745,1,4.555085470064992,132
l_556,Sydney South to Peakhurst,869,286,0.005421758879391674,0.011310868862497023,0.0030698045113292925,2,5.623138494911936,132
l_558,Beaconsfield West to Sydney South,538,286,0.002703900635931324,0.006379650051178533,0.05287750102689459,1,17.52707019362626,330
l_559,Haymarket to Sydney South,288,286,0.00317357702509877,0.007487816142924499,0.06206249600063022,1,20.571579644836667,330
l_560,Haymarket to Campbell,253,288,0.0009128732162136072,0.001904435344021887,0.0005168695952260122,1,0.9467799356729698,132
l_561,Haymarket to Pyrmont,530,288,0.0014186402791675256,0.002959566169884787,0.0008032353385347425,1,1.4713326323937481,132
l_562,Wallerawang to Sydney South,286,334,0.02212416553968082,0.05220030349558008,0.43266034650001534,1,143.41200162328815,330
l_563,Bannaby to Yass,785,902,0.019253491412346252,0.045427163943039216,0.37652142182990456,1,124.8038818336016,330
l_564,Sydney West to Bannaby,902,712,0.017638286527759933,0.041616209580411276,0.34493446304584385,1,114.33389302815813,330
l_565,Meadowbank to Mason Park,531,287,0.005435470401294066,0.011339473828079817,0.003077567986749261,1,5.63735930191356,132
l_566,Mount Piper to Bayswater,215,246,0.03482997799506233,0.08217871172703489,0.6811353097545564,1,225.77289307513615,330
l_567,Finley to Deniliquin 132,923,922,0.04363192127574967,0.09102487785738107,0.02470443111724829,1,45.25253549456323,132
l_568,Deniliquin 132 to Coleambally,922,608,0.14753409926939712,0.3077855151260439,0.08353393309938469,1,153.01393724226045,132
l_569,Darlington Point to Hillston,119,344,0.15756365140954515,0.3287091584547784,0.08921267409309949,1,163.41601560475684,132
l_570,Darlington Point to Hay,119,30,0.11225456690412448,0.2341853840633008,0.06355863172178944,1,116.42402224627769,132
l_571,Wagga 132 to Wagga North,447,443,0.01007492020605679,0.02101829015008056,0.005704428431407103,1,10.449131527996043,132
l_572,Wagga 132 to Yass,447,785,0.14495124891613564,0.302397174868376,0.08207152102188187,1,150.3351524473064,132
l_573,Wagga 132 to Wagga 330,447,444,0.010044284407541031,0.020954377772710413,0.005687082416103965,1,10.417357828392555,132
l_574,Wagga 330 to Wagga North,444,443,0.01427998956787615,0.029790902353480402,0.008085342298018234,1,14.810389180397266,132
l_575,Kempsey to Macksville,952,257,0.05101517915109299,0.10642782429298071,0.02888483803652086,1,52.91002866241931,132
l_576,Kempsey to Raleigh,952,876,0.08168324063820447,0.1704075086471167,0.046249120661612825,1,84.71718957619493,132
l_577,Macksville to Nambucca,257,258,0.013132602527307585,0.02739722446423872,0.007435690775010381,1,13.620384906893296,132
l_578,Nambucca to Boambee South,258,877,0.035128030636683266,0.07328406828263134,0.01988952096938387,1,36.4327860603315,132
l_579,Coffs Harbour to Raleigh,876,875,0.024758753749845257,0.05165169147005247,0.014018427533740451,1,25.67836460341094,132
l_580,Boambee South to Coffs Harbour,877,875,0.013085596707528145,0.027299160962130514,0.007409076039676772,1,13.571633156664905,132
l_581,Marulan to Bannaby,511,902,0.0031359117980022627,0.007398947874327374,0.06132591453827637,1,20.32742826205038,330
l_582,Marulan to Bannaby,511,902,0.003104887003183351,0.007325747205921117,0.06071919341912875,1,20.126321109920646,330
l_583,Sydney West to Blacktown,712,217,0.010066094070663697,0.020999877073768113,0.005699431066004095,2,10.43997756471692,132
l_585,Sydney West to Blacktown,712,217,0.010105862182655185,0.02108284127591192,0.00572194780500231,2,10.481222778010949,132
l_587,Sydney West to Guildford,712,181,0.012546027622060658,0.026173512385027995,0.007103571562331265,2,13.012022933737198,132
l_588,Sydney East to Kurringai,164,65,0.005290144880404669,0.011036295847332275,0.0029952845526162396,2,5.486635975962558,132
l_590,Sydney East to Willoughby,71,527,0.005961586812711093,0.012437057447772846,0.0033754555485497927,4,6.183017180040363,132
l_594,Merewether to Waratah West and Waratah,51,669,0.0048072701760451175,0.01002892304091918,0.002721880482309065,1,4.9858259254410795,132
l_595,Sydney North to Kenthurst,166,72,0.004250262696379256,0.008866894500351281,0.002406502371264356,1,4.408129596530485,132
l_596,Sydney North to Galston,166,684,0.0010224725456823703,0.00213308137395708,0.0005789248292425468,2,1.0604500973791442,132
l_598,Sydney North to Berowra,631,166,0.01231084457208348,0.025682873701872017,0.006970410718430156,1,12.768104513332295,132
l_599,West Darra-T155  to Richlands-T187,117,342,0.010188228010464366,0.02073799784618608,0.002851226972873104,1,7.337949936108263,110
l_600,West Darra-T155 to Sumner,117,172,0.006405053018605806,0.0130373972361167,0.0017924863784530476,1,4.613163186019658,110
l_601,Algester-T161 to Rocklea-H16,727,174,0.02704768831147338,0.055055197171827094,0.007569431935399185,1,19.480775510049277,110
l_602,Sumner to Rocklea,172,174,0.007702774432634902,0.015678891307651353,0.002155660258656199,1,5.547831585409661,110
l_603,Richlands-T187 to Algester-T161,342,727,0.010803709538291382,0.021990802022273832,0.003023472581397284,1,7.781243179364625,110
l_604,Blackwall to Mount England,110,857,0.005250834819305577,0.012077050601950579,0.05079923426656199,1,23.636570429165726,275
l_605,Greenbank to Blackwall,103,110,0.00832731283160708,0.019153026500820562,0.08056264001839242,1,37.485299576802696,275
l_606,Abermain-H062 to Mount England,173,857,0.00669536799917262,0.0153995128217311,0.06477437954062193,1,30.13911934151365,275
l_607,Blackwall to South Pine,110,233,0.00799503347511562,0.018388775721577492,0.077348001307936,1,35.98954800926302,275
l_608,Rocklea-H16 to South Pine,174,233,0.011569111980298814,0.026609245122698324,0.11192544613715578,1,52.07821985179153,275
l_609,Blackwall to Rocklea-H16,174,110,0.005086804890904519,0.011699777689412855,0.04921232569938777,1,22.898191659205605,275
l_610,Belmont to Blackwall,110,169,0.011226882496496495,0.02582210880331461,0.10861454485786211,1,50.53767790461591,275
l_611,Blackwall to Swanbank B Power Station,856,110,0.003641197483233382,0.008374844718981339,0.03522678780172536,1,16.39080712318598,275
l_612,Tarong to Blackwall,110,454,0.02924261133365359,0.06725873293733012,0.28290782605512377,2,131.6352667921162,275
l_614,Abermain-T136 to Upper Kedron,741,917,0.03947607311473933,0.0803530033278118,0.011047578080530751,1,28.432171707639636,110
l_615,Algester-T161 to Belmont,727,169,0.017123212641444122,0.03485406358331682,0.004792017384709271,1,12.332790057230588,110
l_616,Algester-T161 to Runcorn-T24,727,745,0.006501509100768622,0.01323373226337458,0.0018194800993314782,1,4.682634530910733,110
l_617,Runcorn-T24 to Belmont,745,169,0.01067039922508038,0.02171945071511771,0.0029861650181587144,1,7.6852280133019395,110
l_618,Rocklea to Archerfield,174,39,0.0025151431335729865,0.005119539220491882,0.0007038754860721872,2,1.8115018997757817,110
l_620,Bald Hills-SSQR42 to South Pine,341,233,0.007844657129422658,0.015967691583555415,0.0021953668466565585,1,5.650020908691319,110
l_621,Nudgee-SSNGE to Myrtletown SSMTN,321,315,0.006763367998388445,0.013766742444268346,0.001892762631996982,2,4.871235284553582,110
l_623,Murarie to Newstead,229,230,0.013278154214476772,0.02702750009308,0.003715958398987508,2,9.563432499712436,110
l_625,Belmont to Beenleigh,855,169,0.03586482816828402,0.07300236395806851,0.010036952976105375,1,25.831215525966464,110
l_626,Belmont-H3 to Murarrie-H21,169,230,0.022472794443987826,0.045743063690617244,0.006289124822169195,1,16.18576266501504,110
l_627,Belmont-H3 to Tee,169,854,0.0067143147451862745,0.013666895222728919,0.0018790348317854488,2,4.835905262902019,110
l_629,Tee to Wellington Road-SSWRD,854,787,0.01155788542733449,0.023525916661105768,0.003234532506138039,1,8.32442938516353,110
l_630,Tee to Wellington Road-SSWRD,854,787,0.011608009831226573,0.023627944195127166,0.0032485600732703713,1,8.36053089034771,110
l_631,Murarrie to Tee,854,230,0.0088886825989234,0.01809279105282838,0.002487542637770537,1,6.401967824224592,110
l_632,Murarrie-H21 to Tee,854,230,0.008894925770910568,0.018105498943453743,0.0024892898209262155,1,6.406464394524872,110
l_633,Belmont-H3 to Murarrie-H21,169,230,0.0024871591959475465,0.005720527972833413,0.02406203718095299,2,11.19591751151983,275
l_635,McLachlan Street-SSMLS to Victoria Park-SSVPK,393,316,0.001443949494137835,0.0029391393153623646,0.0004040965456332205,1,1.0399874332778454,110
l_636,McLachlan Street-SSMLS to Ann Street-SSAST,920,393,0.00144850465564341,0.0029484112838925763,0.00040537133054548873,1,1.0432682341241226,110
l_637,Charlotte Street-SSCST to Ann Street-SSAST,960,920,0.0007840523651412798,0.001595927794597509,0.00021942100719964913,2,0.5647043820362788,110
l_639,Charlotte Street-SSCST to Wellington Road-SSWRD,787,960,0.002898894741406206,0.0059006603348350055,0.0008112703082153193,2,2.087894426846136,110
l_641,Charlotte Street-SSCST to West End-SSWED,960,582,0.0022607879248150277,0.004601802694967426,0.0006326928985646657,1,1.6283055887060613,110
l_642,Ashgrove West-T30 to Upper Kedron-H23,917,108,0.011388728376462365,0.02318159981296984,0.003187193052642997,2,8.202596033047298,110
l_643,Belmont-H3 to Cleveland,96,169,0.019860217378972773,0.04042519904412236,0.005557981959167933,2,14.304085136045865,110
l_645,Milton-SSMLT to SSQRT,231,318,0.0007100307749567827,0.0014452578668887157,0.0001987056920052675,1,0.5113912129153018,110
l_646,Milton-SSMLT to Makerston Street-SSMST,791,318,0.0013311802684515023,0.0027095991090578682,0.00037253750929671124,1,0.9587667409680461,110
l_647,Milton-SSMLT to Ashgrove West-T30,108,318,0.005600490889505241,0.011399722099353646,0.0015673256104090287,2,4.03368689065556,110
l_649,Rocklea-H16 to West End-SSWED,174,582,0.016441561420383298,0.03346657190766035,0.004601253853937847,1,11.841838880157018,110
l_650,Rocklea-H16 to Tennyson-T142,174,732,0.006267056844695739,0.012756507924021448,0.0017538674534739883,1,4.5137730845725255,110
l_651,Rocklea-H16 to Tennyson-T142,174,732,0.005927382580895236,0.01206510563661047,0.0016588078982751775,2,4.269126739811449,110
l_653,Tennyson to Queensland Rail-Corinda,491,732,0.004273470662941496,0.008698590698283833,0.001195952309807536,2,3.0779163703328627,110
l_655,West Darra to Goodna,117,539,0.010921767254499632,0.022231106878225004,0.003056511628468377,2,7.866272844014615,110
l_657,Belmont to Goodna,539,169,0.007416370335677114,0.01705783611730964,0.07174972114995372,1,33.38470277592748,275
l_658,Swanbank E to Goodna,539,111,0.002493954664220478,0.0057361577187729365,0.024127779981217526,1,11.226507231052002,275
