C,SETP.WORLD,DVD_DUDETAILSUMMARY,AEMO,PUBLIC,2017/07/08,00:25:02,0000000285202742,,0000000285202674
I,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,DUID,START_DATE,END_DATE,DISPATCHTYPE,CONNECTIONPOINTID,REGIONID,STATIONID,PARTICIPANTID,LASTCHANGED,TRANSMISSIONLOSSFACTOR,STARTTYPE,DISTRIBUTIONLOSSFACTOR,MINIMUM_ENERGY_PRICE,MAXIMUM_ENERGY_PRICE,SCHEDULE_TYPE,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,MAX_RAMP_RATE_UP,MAX_RAMP_RATE_DOWN,IS_AGGREGATED
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,"NOT DISPATCHED",1,-961.40,4807,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,"NOT DISPATCHED",1,-961.40,9614,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9626,"NOT DISPATCHED",1,-962.60,9626,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9617,"NOT DISPATCHED",1,-961.70,9617,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9659,"NOT DISPATCHED",1,-965.90,9659,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9656,"NOT DISPATCHED",1,-965.60,9656,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9666,"NOT DISPATCHED",1,-966.60,9666,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,"NOT DISPATCHED",1,-967.30,9673,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9675,"NOT DISPATCHED",1,-967.50,9675,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9668,"NOT DISPATCHED",1,-966.80,9668,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,"NOT DISPATCHED",1,-969.10,12113.75,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9670,"NOT DISPATCHED",1,-967,12087.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9685,"NOT DISPATCHED",1,-968.50,12493.65,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,"NOT DISPATCHED",1,-967.30,12671.63,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,"NOT DISPATCHED",1,-969.10,13082.85,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2016/06/24 12:41:01",0.9723,"NOT DISPATCHED",1,-972.30,13417.74,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPNL1,"2016/07/01 00:00:00","2017/04/01 00:00:00",GENERATOR,VHWPL,VIC1,HAZEL,HAZELPWR,"2017/03/31 11:41:01",0.9701,"NOT DISPATCHED",1,-970.10,13581.40,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"1998/10/25 00:00:00","2000/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9653,SLOW,1,-965.30,4826.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9687,SLOW,1,-968.70,4843.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,4807,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,9614,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9626,SLOW,1,-962.60,9626,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9617,SLOW,1,-961.70,9617,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9659,SLOW,1,-965.90,9659,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9656,SLOW,1,-965.60,9656,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9666,SLOW,1,-966.60,9666,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,SLOW,1,-967.30,9673,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9675,SLOW,1,-967.50,9675,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9668,SLOW,1,-966.80,9668,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2010/07/01 00:00:00","2011/01/18 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2011/01/18 00:00:00","2011/05/27 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2011/05/27 00:00:00","2011/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2011/07/01 00:00:00","2011/07/18 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9670,SLOW,1,-967,12087.50,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2011/07/18 00:00:00","2012/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9670,SLOW,1,-967,12087.50,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9685,SLOW,1,-968.50,12493.65,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,SLOW,1,-967.30,12671.63,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,13082.85,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2016/06/24 12:41:01",0.9723,SLOW,1,-972.30,13417.74,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS1,"2016/07/01 00:00:00","2017/04/01 00:00:00",GENERATOR,VHWP1,VIC1,HAZEL,HAZELPWR,"2017/03/31 11:41:01",0.9701,SLOW,1,-970.10,13581.40,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"1998/10/25 00:00:00","2000/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9653,SLOW,1,-965.30,4826.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9687,SLOW,1,-968.70,4843.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,4807,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,9614,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9626,SLOW,1,-962.60,9626,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9617,SLOW,1,-961.70,9617,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9659,SLOW,1,-965.90,9659,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9656,SLOW,1,-965.60,9656,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9666,SLOW,1,-966.60,9666,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,SLOW,1,-967.30,9673,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9675,SLOW,1,-967.50,9675,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9668,SLOW,1,-966.80,9668,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2010/07/01 00:00:00","2011/01/18 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2011/01/18 00:00:00","2011/05/27 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2011/05/27 00:00:00","2011/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2011/07/01 00:00:00","2011/07/18 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9670,SLOW,1,-967,12087.50,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2011/07/18 00:00:00","2012/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9670,SLOW,1,-967,12087.50,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9685,SLOW,1,-968.50,12493.65,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,SLOW,1,-967.30,12671.63,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,13082.85,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2016/06/24 12:41:01",0.9723,SLOW,1,-972.30,13417.74,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS2,"2016/07/01 00:00:00","2017/04/01 00:00:00",GENERATOR,VHWP2,VIC1,HAZEL,HAZELPWR,"2017/03/31 11:41:01",0.9701,SLOW,1,-970.10,13581.40,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"1998/10/25 00:00:00","2000/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9653,SLOW,1,-965.30,4826.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9687,SLOW,1,-968.70,4843.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,4807,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,9614,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9626,SLOW,1,-962.60,9626,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9617,SLOW,1,-961.70,9617,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9659,SLOW,1,-965.90,9659,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9656,SLOW,1,-965.60,9656,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9666,SLOW,1,-966.60,9666,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,SLOW,1,-967.30,9673,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9675,SLOW,1,-967.50,9675,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9668,SLOW,1,-966.80,9668,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2010/07/01 00:00:00","2011/01/18 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2011/01/18 00:00:00","2011/05/27 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2011/05/27 00:00:00","2011/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,12113.75,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9670,SLOW,1,-967,12087.50,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9685,SLOW,1,-968.50,12493.65,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9673,SLOW,1,-967.30,12671.63,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9691,SLOW,1,-969.10,13082.85,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2016/06/24 12:41:01",0.9723,SLOW,1,-972.30,13417.74,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS3,"2016/07/01 00:00:00","2017/04/01 00:00:00",GENERATOR,VHWP3,VIC1,HAZEL,HAZELPWR,"2017/03/31 11:41:01",0.9701,SLOW,1,-970.10,13581.40,SCHEDULED,2,2,2,2,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"1998/10/25 00:00:00","2000/07/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9653,SLOW,1,-965.30,4826.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9687,SLOW,1,-968.70,4843.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,4807,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9614,SLOW,1,-961.40,9614,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9626,SLOW,1,-962.60,9626,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9617,SLOW,1,-961.70,9617,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,HWPS4,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,VHWP4,VIC1,HAZEL,HAZELPWR,"2016/06/21 13:42:04",0.9659,SLOW,1,-965.90,9659,SCHEDULED,3,3,,,0
