C,SETP.WORLD,DVD_DUDETAILSUMMARY,AEMO,PUBLIC,2017/07/08,00:25:02,0000000285202742,,0000000285202674
I,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,DUID,START_DATE,END_DATE,DISPATCHTYPE,CONNECTIONPOINTID,REGIONID,STATIONID,PARTICIPANTID,LASTCHANGED,TRANSMISSIONLOSSFACTOR,STARTTYPE,DISTRIBUTIONLOSSFACTOR,MINIMUM_ENERGY_PRICE,MAXIMUM_ENERGY_PRICE,SCHEDULE_TYPE,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,MAX_RAMP_RATE_UP,MAX_RAMP_RATE_DOWN,IS_AGGREGATED
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1146,FAST,1,-1114.60,5573,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1146,FAST,1,-1114.60,11146,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1331,FAST,1,-1133.10,11331,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1650,FAST,1,-1165,11650,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2004/07/01 00:00:00","2004/08/10 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1548,FAST,1,-1154.80,11548,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2004/08/10 00:00:00","2005/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1548,FAST,1,-1154.80,11548,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0863,FAST,1,-1086.30,10863,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1127,FAST,1,-1112.70,11127,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0808,FAST,1,-1080.80,10808,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",0.9986,FAST,1,-998.60,9986,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0491,FAST,1,-1049.10,10491,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2010/07/01 00:00:00","2011/01/18 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0802,FAST,1,-1080.20,13502.50,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2011/01/18 00:00:00","2011/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0802,FAST,1,-1080.20,13502.50,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.06,FAST,1,-1060,13250,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2012/07/01 00:00:00","2012/11/30 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1055,FAST,1,-1105.50,14260.95,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2012/11/30 00:00:00","2013/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1144,FAST,1,-1114.40,14375.76,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0884,FAST,1,-1088.40,14258.04,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0870,FAST,1,-1087,14674.50,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2016/06/24 12:41:01",1.0690,FAST,1,-1069,14752.20,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2017/06/26 10:54:12",1.0495,FAST,1,-1049.50,14693,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA4,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,QKAH4,QLD1,KAREEYA,STANWELL,"2017/06/26 10:54:12",1.0181,FAST,1,-1018.10,14457.02,SCHEDULED,1,1,5,5,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2000/02/24 00:00:00","2000/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1030,"NOT DISPATCHED",1,-1103,5515,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1470,"NOT DISPATCHED",1,-1147,5735,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1191,"NOT DISPATCHED",1,-1119.10,5595.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1191,"NOT DISPATCHED",1,-1119.10,11191,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1377,"NOT DISPATCHED",1,-1137.70,11377,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1703,"NOT DISPATCHED",1,-1170.30,11703,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1591,"NOT DISPATCHED",1,-1159.10,11591,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0821,"NOT DISPATCHED",1,-1082.10,10821,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1188,"NOT DISPATCHED",1,-1118.80,11188,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0927,"NOT DISPATCHED",1,-1092.70,10927,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",0.9996,"NOT DISPATCHED",1,-999.60,9996,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2009/07/01 00:00:00","2010/05/17 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0545,"NOT DISPATCHED",1,-1054.50,10545,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2010/05/17 00:00:00","2010/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0545,"NOT DISPATCHED",1,-1054.50,10545,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0844,"NOT DISPATCHED",1,-1084.40,13555,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0703,"NOT DISPATCHED",1,-1070.30,13378.75,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1144,"NOT DISPATCHED",1,-1114.40,14375.76,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0884,"NOT DISPATCHED",1,-1088.40,14258.04,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0870,"NOT DISPATCHED",1,-1087,14674.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2016/06/24 12:41:01",1.0690,"NOT DISPATCHED",1,-1069,14752.20,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2017/06/26 10:54:12",1.0495,"NOT DISPATCHED",1,-1049.50,14693,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KAREEYA5,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,QKYH5,QLD1,KAREEYA,STANWELL,"2017/06/26 10:54:12",1.0181,"NOT DISPATCHED",1,-1018.10,14457.02,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"1998/10/25 00:00:00","1999/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1145,"NOT DISPATCHED",1,-1114.50,5572.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"1999/07/01 00:00:00","2000/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1004,"NOT DISPATCHED",1,-1100.40,5502,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1395,"NOT DISPATCHED",1,-1139.50,5697.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1146,"NOT DISPATCHED",1,-1114.60,5573,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1146,"NOT DISPATCHED",1,-1114.60,11146,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1331,"NOT DISPATCHED",1,-1133.10,11331,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1650,"NOT DISPATCHED",1,-1165,11650,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1548,"NOT DISPATCHED",1,-1154.80,11548,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.0863,"NOT DISPATCHED",1,-1086.30,10863,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2016/06/21 13:42:04",1.1127,"NOT DISPATCHED",1,-1112.70,11127,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KARYNL1,"2007/07/01 00:00:00","2007/09/20 00:00:00",GENERATOR,QKRX,QLD1,KAREEYA,STANWELL,"2007/09/18 11:47:01",1.0808,"NOT DISPATCHED",1,-1080.80,10808,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"1998/10/25 00:00:00","1998/11/29 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0319,"NOT DISPATCHED",1,-1031.90,5159.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"1998/11/29 00:00:00","1999/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0319,"NOT DISPATCHED",1,-1031.90,5159.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"1999/07/01 00:00:00","2000/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0621,"NOT DISPATCHED",1,-1062.10,5310.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",0.9699,"NOT DISPATCHED",1,-969.90,4849.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2001/07/01 00:00:00","2002/04/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0038,"NOT DISPATCHED",1,-1003.80,5019,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0038,"NOT DISPATCHED",1,-1003.80,10038,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0187,"NOT DISPATCHED",1,-1018.70,10187,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0280,"NOT DISPATCHED",1,-1028,10280,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0288,"NOT DISPATCHED",1,-1028.80,10288,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0131,"NOT DISPATCHED",1,-1013.10,10131,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",0.9092,"NOT DISPATCHED",1,-909.20,9092,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",0.9666,"NOT DISPATCHED",1,-966.60,9666,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",0.9880,"NOT DISPATCHED",1,-988,9880,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0085,"NOT DISPATCHED",1,-1008.50,10085,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",0.9906,"NOT DISPATCHED",1,-990.60,12382.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",0.9830,"NOT DISPATCHED",1,-983,12287.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0001,"NOT DISPATCHED",1,-1000.10,12901.29,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2013/07/01 00:00:00","2013/08/02 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,PACPOWER,"2016/06/21 13:42:04",1.0383,"NOT DISPATCHED",1,-1038.30,13601.73,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2013/08/02 00:00:00","2014/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,GSPOWER,"2016/06/21 13:42:04",1.0383,"NOT DISPATCHED",1,-1038.30,13601.73,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,GSPOWER,"2016/06/21 13:42:04",1.0571,"NOT DISPATCHED",1,-1057.10,14270.85,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,GSPOWER,"2016/06/24 12:41:01",1.0360,"NOT DISPATCHED",1,-1036,14296.80,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,GSPOWER,"2017/06/26 10:54:12",0.9879,"NOT DISPATCHED",1,-987.90,13830.60,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KEEPIT,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,NKPT,NSW1,KEEPIT,GSPOWER,"2017/06/26 10:54:12",0.9592,"NOT DISPATCHED",1,-959.20,13620.64,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KINCUM1,"2014/08/26 00:00:00","2015/07/01 00:00:00",GENERATOR,NGF31K,NSW1,KINCUMB,SOUTHHYD,"2015/06/24 12:11:11",1.0001,"NOT DISPATCHED",1,-1000.10,13501.35,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KINCUM1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NGF31K,NSW1,KINCUMB,SOUTHHYD,"2016/06/24 12:41:01",1.0017,"NOT DISPATCHED",1,-1001.70,13823.46,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KINCUM1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,NGF31K,NSW1,KINCUMB,SOUTHHYD,"2017/06/26 10:54:12",1.0015,"NOT DISPATCHED",1,-1001.50,14021,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KINCUM1,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,NGF31K,NSW1,KINCUMB,SOUTHHYD,"2017/06/26 10:54:12",1.0008,"NOT DISPATCHED",1,-1000.80,14211.36,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KKGTS,"1998/10/25 00:00:00","1999/07/01 00:00:00",GENERATOR,NKLK,NSW1,KOOLKHAN,PACPOWER,"2016/06/21 13:42:04",1.0048,FAST,1,-1004.80,5024,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KKGTS,"1999/07/01 00:00:00","2000/03/22 00:00:00",GENERATOR,NKLK,NSW1,KOOLKHAN,PACPOWER,"2007/06/13 12:29:29",1.0193,FAST,1,-1019.30,5096.50,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KPP_1,"2007/04/03 00:00:00","2007/05/21 00:00:00",GENERATOR,QBRA4K,QLD1,KOGANCK,CSENERGY,"2016/06/21 13:42:04",0.9577,SLOW,1,-957.70,9577,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KPP_1,"2007/05/21 00:00:00","2007/07/01 00:00:00",GENERATOR,QBRA4K,QLD1,KOGANCK,CSENERGY,"2016/06/21 13:42:04",0.9577,SLOW,1,-957.70,9577,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KPP_1,"2007/07/01 00:00:00","2007/10/16 00:00:00",GENERATOR,QBRA4K,QLD1,KOGANCK,CSENERGY,"2016/06/21 13:42:04",0.9629,SLOW,1,-962.90,9629,SCHEDULED,3,3,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,KPP_1,"2007/10/16 00:00:00","2007/11/06 00:00:00",GENERATOR,QBRA4K,QLD1,KOGANCK,CSENERGY,"2016/06/21 13:42:04",0.9629,SLOW,1,-962.90,9629,SCHEDULED,3,3,,,0
