C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/07/08,02:15:00,0000000285202929,,0000000285202674
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/06/15 16:30:00",1,TAS1,33,1250.47,2018.08,0,2.66,1068.29,0,-182.17,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,97.86,,,,,,,,111.75,,,,,,,,89.4,,,,,,"2017/06/15 16:25:03",1246.75,1250.47,,20.9,,,,21,,,,,,,,,,,,,,,,,,,85.5,1335.97,58.91
D,TRADING,REGIONSUM,4,"2017/06/15 16:30:00",1,VIC1,33,5822.62,8226.14,0,11.97,5765.74,0,-56.88,0,,,100,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 16:25:03",5810.5,5834.53,,0,,,,2.5,,,,,,,,,,,,,,,,,,,43.25,5877.78,37.47
D,TRADING,REGIONSUM,4,"2017/06/15 17:00:00",1,NSW1,34,9451.81,12767.56,0,55.39,9438.02,0,-13.79,0,,,61.48,,,,,,,,0,,,,,,,,0,,,,,,,,166,,,,,,,,86.99,,,,,,,,108.37,,,,,,"2017/06/15 16:55:04",9391.41,9465.48,,48.07,,,,89.54,,,,,,,,,,,,,,,,,,,3.21,9468.69,34.56
D,TRADING,REGIONSUM,4,"2017/06/15 17:00:00",1,QLD1,34,6913.93,10153,0,18.69,7339.02,0,425.09,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,65.31,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 16:55:04",6905.21,6910.52,,23.94,,,,58.39,,,,,,,,,,,,,,,,,,,102.14,7012.66,0
D,TRADING,REGIONSUM,4,"2017/06/15 17:00:00",1,SA1,34,1686.53,2427.96,0,13.47,1553.03,0,-133.5,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,80,,,,,,,,74.92,,,,,,,,55.55,,,,,,"2017/06/15 16:55:04",1662.65,1687.2,,0,,,,15.9,,,,,,,,,,,,,,,,,,,0.02,1687.22,2.3
D,TRADING,REGIONSUM,4,"2017/06/15 17:00:00",1,TAS1,34,1331.99,2042.68,0,7.72,1168.51,0,-163.48,0,,,0.85,,,,,,,,0.23,,,,,,,,0,,,,,,,,104.51,,,,,,,,99.17,,,,,,,,79.34,,,,,,"2017/06/15 16:55:04",1321.52,1331.99,,48,,,,10,,,,,,,,,,,,,,,,,,,61.92,1393.91,62.68
D,TRADING,REGIONSUM,4,"2017/06/15 17:00:00",1,VIC1,34,6063.76,8273.32,0,16.21,5970.94,0,-92.82,0,,,105,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 16:55:04",6053.23,6074.33,,0,,,,0,,,,,,,,,,,,,,,,,,,40.26,6114.59,34.65
D,TRADING,REGIONSUM,4,"2017/06/15 17:30:00",1,NSW1,35,10013.29,13049.86,0,80.33,10283.13,0,269.85,0,,,65.01,,,,,,,,1.32,,,,,,,,1.32,,,,,,,,166,,,,,,,,81.48,,,,,,,,107.52,,,,,,"2017/06/15 17:25:03",9931.74,10036.92,,64.47,,,,86.45,,,,,,,,,,,,,,,,,,,6.59,10043.51,31.69
D,TRADING,REGIONSUM,4,"2017/06/15 17:30:00",1,QLD1,35,7214.25,10128,0,47.79,7495.31,0,281.06,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,98.59,,,,,,,,40,,,,,,,,42.66,,,,,,"2017/06/15 17:25:03",7163.59,7209.7,,15.53,,,,40.11,,,,,,,,,,,,,,,,,,,94.66,7304.36,0
D,TRADING,REGIONSUM,4,"2017/06/15 17:30:00",1,SA1,35,1765.72,2424.58,0,17.38,1616.45,0,-149.28,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,73.77,,,,,,,,67.52,,,,,,,,41.6,,,,,,"2017/06/15 17:25:03",1742.04,1766.54,,0,,,,8.17,,,,,,,,,,,,,,,,,,,0.41,1766.95,3.58
D,TRADING,REGIONSUM,4,"2017/06/15 17:30:00",1,TAS1,35,1405.63,2036.74,0,12.3,1279.99,0,-125.63,0,,,3.49,,,,,,,,2.74,,,,,,,,0,,,,,,,,81.79,,,,,,,,94.71,,,,,,,,75.77,,,,,,"2017/06/15 17:25:03",1384.35,1405.63,,48.33,,,,26.16,,,,,,,,,,,,,,,,,,,58.69,1464.32,56.74
D,TRADING,REGIONSUM,4,"2017/06/15 17:30:00",1,VIC1,35,6411.47,8457.47,0,16.95,6172.43,0,-239.04,0,,,93.59,,,,,,,,0,,,,,,,,0,,,,,,,,26.5,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 17:25:03",6399.88,6428.54,,0,,,,0.17,,,,,,,,,,,,,,,,,,,38.96,6467.50,40.47
D,TRADING,REGIONSUM,4,"2017/06/15 18:00:00",1,NSW1,36,10458.19,12786.8,0,52.26,10595.49,0,137.31,0,,,64.18,,,,,,,,2.13,,,,,,,,2.13,,,,,,,,178.59,,,,,,,,102.57,,,,,,,,147.22,,,,,,"2017/06/15 17:55:03",10410.27,10472.4,,89.9,,,,83,,,,,,,,,,,,,,,,,,,5.21,10477.61,50.47
D,TRADING,REGIONSUM,4,"2017/06/15 18:00:00",1,QLD1,36,7436.78,10134.67,0,18.7,7703.01,0,266.23,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,159.79,,,,,,,,40,,,,,,,,53.86,,,,,,"2017/06/15 17:55:03",7404.17,7432.09,,30.1,,,,55.16,,,,,,,,,,,,,,,,,,,91.02,7523.11,0
D,TRADING,REGIONSUM,4,"2017/06/15 18:00:00",1,SA1,36,1897.45,2427.68,0,24.21,1682.95,0,-214.5,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,58.43,,,,,,,,114.68,,,,,,,,59.01,,,,,,"2017/06/15 17:55:03",1873.07,1899.27,,0,,,,6.36,,,,,,,,,,,,,,,,,,,0.82,1900.09,3.68
D,TRADING,REGIONSUM,4,"2017/06/15 18:00:00",1,TAS1,36,1440.74,2029.13,0,4.25,1461.92,0,21.18,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,29.63,,,,,,,,83.87,,,,,,,,67.09,,,,,,"2017/06/15 17:55:03",1431.8,1440.72,,50,,,,50,,,,,,,,,,,,,,,,,,,59.45,1500.17,49.13
D,TRADING,REGIONSUM,4,"2017/06/15 18:00:00",1,VIC1,36,6738.4,8471.23,0,17.95,6555.26,0,-183.13,0,,,96.44,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,44.83,,,,,,,,42,,,,,,"2017/06/15 17:55:03",6729.42,6754.17,,0,,,,0.33,,,,,,,,,,,,,,,,,,,33.13,6787.30,29.23
D,TRADING,REGIONSUM,4,"2017/06/15 18:30:00",1,NSW1,37,10463.85,13088.22,0,-10.02,10589.23,0,125.38,0,,,71.52,,,,,,,,0.05,,,,,,,,0.05,,,,,,,,182.33,,,,,,,,103.93,,,,,,,,143.72,,,,,,"2017/06/15 18:25:04",10488.64,10481.18,,90.5,,,,70,,,,,,,,,,,,,,,,,,,5.58,10486.76,55.22
D,TRADING,REGIONSUM,4,"2017/06/15 18:30:00",1,QLD1,37,7449.03,10301,0,7.25,7768.3,0,319.27,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,168.6,,,,,,,,43.89,,,,,,,,66.87,,,,,,"2017/06/15 18:25:04",7426.75,7444.23,,29.5,,,,60,,,,,,,,,,,,,,,,,,,92.12,7536.35,0
D,TRADING,REGIONSUM,4,"2017/06/15 18:30:00",1,SA1,37,2018.88,2437.35,0,13.82,1689.63,0,-329.24,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,73,,,,,,,,119.11,,,,,,,,60,,,,,,"2017/06/15 18:25:04",2008.87,2023.17,,0,,,,0,,,,,,,,,,,,,,,,,,,2.51,2025.68,2.35
D,TRADING,REGIONSUM,4,"2017/06/15 18:30:00",1,TAS1,37,1435.13,2021.15,0,-0.42,1464.2,0,29.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,23.78,,,,,,,,76.85,,,,,,,,61.48,,,,,,"2017/06/15 18:25:04",1434.71,1435.12,,50,,,,50,,,,,,,,,,,,,,,,,,,49,1484.12,41.15
D,TRADING,REGIONSUM,4,"2017/06/15 18:30:00",1,VIC1,37,6768.56,8477.07,0,-8.75,6665.56,0,-102.99,0,,,88.33,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,45.67,,,,,,,,42,,,,,,"2017/06/15 18:25:04",6799.81,6793.23,,0,,,,0,,,,,,,,,,,,,,,,,,,30.98,6824.21,35.07
D,TRADING,REGIONSUM,4,"2017/06/15 19:00:00",1,NSW1,38,10427.42,13104.58,0,-15.54,10526.12,0,98.7,0,,,73.65,,,,,,,,0.18,,,,,,,,0.18,,,,,,,,187.33,,,,,,,,110.33,,,,,,,,132.08,,,,,,"2017/06/15 18:55:04",10468.91,10444.82,,88.4,,,,69.34,,,,,,,,,,,,,,,,,,,5.73,10450.55,41.58
D,TRADING,REGIONSUM,4,"2017/06/15 19:00:00",1,QLD1,38,7429.66,10327.67,0,13.86,7781.07,0,351.4,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,150.44,,,,,,,,55.22,,,,,,,,81.64,,,,,,"2017/06/15 18:55:04",7403.41,7424.92,,22.21,,,,46.67,,,,,,,,,,,,,,,,,,,91.64,7516.56,0
D,TRADING,REGIONSUM,4,"2017/06/15 19:00:00",1,SA1,38,2045.39,2437.89,0,1.16,1711.89,0,-333.51,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,56,,,,,,,,106.67,,,,,,,,60,,,,,,"2017/06/15 18:55:04",2039.92,2049.75,,0,,,,0,,,,,,,,,,,,,,,,,,,3.27,2053.02,2.89
D,TRADING,REGIONSUM,4,"2017/06/15 19:00:00",1,TAS1,38,1428.93,2087.86,0,-1,1488.03,0,59.1,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,91.7,,,,,,,,68,,,,,,,,61.4,,,,,,"2017/06/15 18:55:04",1428.2,1429.15,,42.73,,,,47.33,,,,,,,,,,,,,,,,,,,48.08,1477.23,45.86
D,TRADING,REGIONSUM,4,"2017/06/15 19:00:00",1,VIC1,38,6694.7,8479.9,0,-12.36,6561.74,0,-132.96,0,,,86.67,,,,,,,,0,,,,,,,,0,,,,,,,,34,,,,,,,,47.33,,,,,,,,42,,,,,,"2017/06/15 18:55:04",6744.68,6720.21,,0,,,,0,,,,,,,,,,,,,,,,,,,28.04,6748.25,45.4
D,TRADING,REGIONSUM,4,"2017/06/15 19:30:00",1,NSW1,39,10219.91,13116.97,0,-44.79,10274.57,0,54.65,0,,,74.15,,,,,,,,0,,,,,,,,0,,,,,,,,166,,,,,,,,84.17,,,,,,,,103.83,,,,,,"2017/06/15 19:25:03",10280.05,10237.22,,90.99,,,,67.18,,,,,,,,,,,,,,,,,,,1.2,10238.42,21.97
D,TRADING,REGIONSUM,4,"2017/06/15 19:30:00",1,QLD1,39,7260.32,10339.33,0,-18.57,7649.91,0,389.58,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,53.45,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 19:25:03",7269.46,7256.22,,8.42,,,,19.49,,,,,,,,,,,,,,,,,,,89.81,7346.03,0
D,TRADING,REGIONSUM,4,"2017/06/15 19:30:00",1,SA1,39,2044.44,2426.04,0,-3.46,1728.29,0,-316.15,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,27.92,,,,,,,,78.99,,,,,,,,49.21,,,,,,"2017/06/15 19:25:03",2037.56,2048.28,,0,,,,0,,,,,,,,,,,,,,,,,,,4.35,2052.63,1.54
D,TRADING,REGIONSUM,4,"2017/06/15 19:30:00",1,TAS1,39,1397.85,2088.45,0,-2.69,1468.69,0,70.84,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,228.9,,,,,,,,55.39,,,,,,,,67.51,,,,,,"2017/06/15 19:25:03",1401.77,1398.1,,20.6,,,,43.33,,,,,,,,,,,,,,,,,,,47.62,1445.72,46.45
D,TRADING,REGIONSUM,4,"2017/06/15 19:30:00",1,VIC1,39,6564.07,8486.39,0,-25.01,6406.36,0,-157.7,0,,,88.46,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 19:25:03",6627.65,6588.01,,0,,,,0,,,,,,,,,,,,,,,,,,,15.69,6603.70,53.39
D,TRADING,REGIONSUM,4,"2017/06/15 20:00:00",1,NSW1,40,10082.8,13114.69,0,-30.38,9793.16,0,-289.64,0,,,70.71,,,,,,,,0.98,,,,,,,,0.98,,,,,,,,166,,,,,,,,81.15,,,,,,,,105.08,,,,,,"2017/06/15 19:55:04",10134.71,10088.14,,96.65,,,,66.15,,,,,,,,,,,,,,,,,,,0.38,10088.52,13.69
D,TRADING,REGIONSUM,4,"2017/06/15 20:00:00",1,QLD1,40,7165.2,10336,0,-20.42,7659,0,493.8,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,79.21,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 19:55:04",7180.84,7162.49,,7.31,,,,21.5,,,,,,,,,,,,,,,,,,,87.86,7250.35,0
D,TRADING,REGIONSUM,4,"2017/06/15 20:00:00",1,SA1,40,2009.29,2418.32,0,-5.11,1712.3,0,-296.99,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,36,,,,,,,,79.28,,,,,,,,60,,,,,,"2017/06/15 19:55:04",2006.83,2012.63,,0,,,,0,,,,,,,,,,,,,,,,,,,7.11,2019.74,1.32
D,TRADING,REGIONSUM,4,"2017/06/15 20:00:00",1,TAS1,40,1382.46,2081.44,0,-1.83,1448.7,0,66.24,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,194.68,,,,,,,,62.21,,,,,,,,59.57,,,,,,"2017/06/15 19:55:04",1386.91,1382.66,,16.04,,,,42.35,,,,,,,,,,,,,,,,,,,42.82,1425.48,39.44
D,TRADING,REGIONSUM,4,"2017/06/15 20:00:00",1,VIC1,40,6476.16,8477.89,0,-20.77,6524.21,0,48.05,0,,,93.49,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 19:55:04",6505.51,6491.45,,0,,,,0,,,,,,,,,,,,,,,,,,,12.05,6503.50,54.89
D,TRADING,REGIONSUM,4,"2017/06/15 20:30:00",1,NSW1,41,9900.66,12440.98,0,-29.23,9550.02,0,-350.64,0,,,75.28,,,,,,,,7.74,,,,,,,,7.74,,,,,,,,165.3,,,,,,,,85.1,,,,,,,,121.44,,,,,,"2017/06/15 20:25:04",9944.93,9905.11,,87.15,,,,52.19,,,,,,,,,,,,,,,,,,,0.52,9905.63,8.15
D,TRADING,REGIONSUM,4,"2017/06/15 20:30:00",1,QLD1,41,7117.07,10350.67,0,-23.21,7655.32,0,538.25,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,66.1,,,,,,,,40,,,,,,,,47,,,,,,"2017/06/15 20:25:04",7155.53,7115.17,,18.81,,,,35.91,,,,,,,,,,,,,,,,,,,87.04,7202.21,0
D,TRADING,REGIONSUM,4,"2017/06/15 20:30:00",1,SA1,41,1978.01,2421.39,0,-6.28,1653.1,0,-324.91,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,30.24,,,,,,,,67.31,,,,,,,,50.51,,,,,,"2017/06/15 20:25:04",1985.41,1982.21,,0,,,,0,,,,,,,,,,,,,,,,,,,7.96,1990.17,1.39
D,TRADING,REGIONSUM,4,"2017/06/15 20:30:00",1,TAS1,41,1361.77,2081.31,0,-1.57,1426,0,64.23,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,214.17,,,,,,,,77.76,,,,,,,,53.22,,,,,,"2017/06/15 20:25:04",1368.2,1361.96,,14.04,,,,41.73,,,,,,,,,,,,,,,,,,,36.89,1398.85,39.31
D,TRADING,REGIONSUM,4,"2017/06/15 20:30:00",1,VIC1,41,6338.63,8463.23,0,-19.18,6435.29,0,96.66,0,,,90.72,,,,,,,,1.48,,,,,,,,1.48,,,,,,,,26.5,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 20:25:04",6387.28,6355.29,,0,,,,0.17,,,,,,,,,,,,,,,,,,,10.55,6365.84,48.56
D,TRADING,REGIONSUM,4,"2017/06/15 21:00:00",1,NSW1,42,9718.9,12421.41,0,-36.76,9338.04,0,-380.86,0,,,71.13,,,,,,,,8,,,,,,,,8,,,,,,,,242.32,,,,,,,,108.93,,,,,,,,141.79,,,,,,"2017/06/15 20:55:04",9790.77,9728.54,,86.35,,,,49.8,,,,,,,,,,,,,,,,,,,1.4,9729.94,7.75
D,TRADING,REGIONSUM,4,"2017/06/15 21:00:00",1,QLD1,42,6949.39,10430.67,0,-42.09,7581.89,0,632.49,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,107.09,,,,,,,,45.31,,,,,,,,62.45,,,,,,"2017/06/15 20:55:04",6994.73,6950.5,,21.76,,,,50,,,,,,,,,,,,,,,,,,,91.4,7041.90,0
D,TRADING,REGIONSUM,4,"2017/06/15 21:00:00",1,SA1,42,1932.44,2427.27,0,-6.44,1629.33,0,-303.11,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,51.27,,,,,,,,96.2,,,,,,,,60,,,,,,"2017/06/15 20:55:04",1939.64,1936.1,,0,,,,0,,,,,,,,,,,,,,,,,,,8.99,1945.09,4.27
D,TRADING,REGIONSUM,4,"2017/06/15 21:00:00",1,TAS1,42,1305.05,2075.21,0,-3.44,1240.55,0,-64.5,0,,,2.14,,,,,,,,11.71,,,,,,,,9.36,,,,,,,,94.29,,,,,,,,80.62,,,,,,,,66.05,,,,,,"2017/06/15 20:55:04",1310.96,1305.11,,28.56,,,,40.03,,,,,,,,,,,,,,,,,,,41.39,1346.50,33.21
D,TRADING,REGIONSUM,4,"2017/06/15 21:00:00",1,VIC1,42,6240.55,8495.31,0,-18.81,6385.81,0,145.27,0,,,93.61,,,,,,,,7.55,,,,,,,,7.55,,,,,,,,28.33,,,,,,,,49,,,,,,,,43.11,,,,,,"2017/06/15 20:55:04",6281.89,6255.37,,0,,,,6.83,,,,,,,,,,,,,,,,,,,8.01,6263.38,42.31
D,TRADING,REGIONSUM,4,"2017/06/15 21:30:00",1,NSW1,43,9450.13,12350.45,0,-48.28,9101.55,0,-348.58,0,,,65.38,,,,,,,,0,,,,,,,,0,,,,,,,,223.35,,,,,,,,74.5,,,,,,,,97.4,,,,,,"2017/06/15 21:25:04",9532.7,9462.07,,79.33,,,,52.53,,,,,,,,,,,,,,,,,,,0.58,9462.65,8.45
D,TRADING,REGIONSUM,4,"2017/06/15 21:30:00",1,QLD1,43,6774.26,10442,0,-28.11,7419.16,0,644.9,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,64.06,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 21:25:04",6813.24,6776.21,,1.27,,,,42.57,,,,,,,,,,,,,,,,,,,92.09,6868.30,0
D,TRADING,REGIONSUM,4,"2017/06/15 21:30:00",1,SA1,43,1866.04,2431.08,0,-9.21,1590.08,0,-275.96,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,75,,,,,,,,67.34,,,,,,,,60,,,,,,"2017/06/15 21:25:04",1876.85,1869.04,,0,,,,0,,,,,,,,,,,,,,,,,,,9.73,1878.77,8.08
D,TRADING,REGIONSUM,4,"2017/06/15 21:30:00",1,TAS1,43,1268.33,2078.13,0,-5.72,1067.62,0,-200.72,0,,,7.25,,,,,,,,0,,,,,,,,0,,,,,,,,122.01,,,,,,,,92.29,,,,,,,,76.91,,,,,,"2017/06/15 21:25:04",1280.7,1268.33,,39.4,,,,24.9,,,,,,,,,,,,,,,,,,,43.8,1312.13,36.13
D,TRADING,REGIONSUM,4,"2017/06/15 21:30:00",1,VIC1,43,5998.64,8456.46,0,-32.58,6209.82,0,211.18,0,,,95,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,64,,,,,,,,62,,,,,,"2017/06/15 21:25:04",6055.4,6012.58,,0,,,,10,,,,,,,,,,,,,,,,,,,10.92,6023.50,33.46
D,TRADING,REGIONSUM,4,"2017/06/15 22:00:00",1,NSW1,44,9148.36,12351.01,0,-46.92,8832.45,0,-315.92,0,,,70.25,,,,,,,,2.33,,,,,,,,2.33,,,,,,,,214.67,,,,,,,,86.91,,,,,,,,121,,,,,,"2017/06/15 21:55:04",9230.1,9161.29,,82.5,,,,64.64,,,,,,,,,,,,,,,,,,,0.36,9161.65,9.01
D,TRADING,REGIONSUM,4,"2017/06/15 22:00:00",1,QLD1,44,6520.06,10365,0,-48.8,7157.34,0,637.28,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 21:55:04",6597.79,6522.47,,0.87,,,,36,,,,,,,,,,,,,,,,,,,91.03,6613.50,0
D,TRADING,REGIONSUM,4,"2017/06/15 22:00:00",1,SA1,44,1782.82,2433.6,0,-14.4,1474.95,0,-307.88,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,79.33,,,,,,,,72.39,,,,,,,,59.03,,,,,,"2017/06/15 21:55:04",1801.83,1786.91,,0,,,,0,,,,,,,,,,,,,,,,,,,9.47,1796.38,10.6
D,TRADING,REGIONSUM,4,"2017/06/15 22:00:00",1,TAS1,44,1230.85,2086.12,0,-7.87,918.96,0,-311.89,0,,,7.27,,,,,,,,0,,,,,,,,0,,,,,,,,152.22,,,,,,,,106.78,,,,,,,,88.56,,,,,,"2017/06/15 21:55:04",1243.5,1230.85,,36.63,,,,24.36,,,,,,,,,,,,,,,,,,,47.09,1277.94,44.12
D,TRADING,REGIONSUM,4,"2017/06/15 22:00:00",1,VIC1,44,5758.31,8506.68,0,-32.22,6097.04,0,338.73,0,,,94.17,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,45.5,,,,,,,,43,,,,,,"2017/06/15 21:55:04",5817.32,5779.22,,0,,,,5,,,,,,,,,,,,,,,,,,,16.37,5795.59,33.68
D,TRADING,REGIONSUM,4,"2017/06/15 22:30:00",1,NSW1,45,9103.58,12372.46,0,2.05,8779.46,0,-324.12,0,,,74.78,,,,,,,,9.24,,,,,,,,9.24,,,,,,,,239.16,,,,,,,,97.1,,,,,,,,128.89,,,,,,"2017/06/15 22:25:04",9108.78,9110.03,,75.5,,,,36.03,,,,,,,,,,,,,,,,,,,-0.11,9109.92,15.46
D,TRADING,REGIONSUM,4,"2017/06/15 22:30:00",1,QLD1,45,6364.22,10517.33,0,-42,6906.8,0,542.58,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,59.67,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 22:25:04",6410.49,6364.59,,17.13,,,,56.57,,,,,,,,,,,,,,,,,,,91.64,6456.23,0
D,TRADING,REGIONSUM,4,"2017/06/15 22:30:00",1,SA1,45,1698.18,2435.65,0,-14.8,1548.85,0,-149.33,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,80,,,,,,,,79.65,,,,,,,,60,,,,,,"2017/06/15 22:25:04",1707.72,1698.98,,0,,,,0,,,,,,,,,,,,,,,,,,,5.55,1704.53,11.65
D,TRADING,REGIONSUM,4,"2017/06/15 22:30:00",1,TAS1,45,1200.51,2095.46,0,-7.51,989.47,0,-211.04,0,,,4.32,,,,,,,,0,,,,,,,,0,,,,,,,,111.79,,,,,,,,110.3,,,,,,,,88.7,,,,,,"2017/06/15 22:25:04",1207.88,1200.51,,27.37,,,,32.41,,,,,,,,,,,,,,,,,,,50.62,1251.13,53.46
D,TRADING,REGIONSUM,4,"2017/06/15 22:30:00",1,VIC1,45,5528.88,8539.71,0,-25.77,5684.35,0,155.47,0,,,95,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/15 22:25:04",5575.66,5534.83,,0,,,,5,,,,,,,,,,,,,,,,,,,24.42,5559.25,46.71
D,TRADING,REGIONSUM,4,"2017/06/15 23:00:00",1,NSW1,46,8835.05,12373.09,0,-45.89,8743.6,0,-91.46,0,,,73.42,,,,,,,,15.75,,,,,,,,15.75,,,,,,,,234.37,,,,,,,,98.9,,,,,,,,133.16,,,,,,"2017/06/15 22:55:04",8892.32,8848.94,,78.33,,,,44.17,,,,,,,,,,,,,,,,,,,-0.11,8848.83,16.09
D,TRADING,REGIONSUM,4,"2017/06/15 23:00:00",1,QLD1,46,6282.79,10570.67,0,-39.9,6792.82,0,510.03,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,56.33,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/15 22:55:04",6328.4,6282.37,,10.95,,,,48.72,,,,,,,,,,,,,,,,,,,91.22,6373.59,0
D,TRADING,REGIONSUM,4,"2017/06/15 23:00:00",1,SA1,46,1606.74,2436.38,0,-15.43,1408.89,0,-197.84,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,80,,,,,,,,87.37,,,,,,,,60,,,,,,"2017/06/15 22:55:04",1629.43,1608.39,,0,,,,0,,,,,,,,,,,,,,,,,,,8.32,1616.71,10.38
