C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/07/08,02:15:00,0000000285202929,,0000000285202674
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/06/09 04:30:00",1,NSW1,9,6770.04,12323.94,0,-6.36,5641.09,0,-1128.94,0,,,20,,,,,,,,31.83,,,,,,,,25.92,,,,,,,,241.06,,,,,,,,149,,,,,,,,209.23,,,,,,"2017/06/09 04:25:03",6816.61,6803.87,,59.04,,,,52.76,,,,,,,,,,,,,,,,,,,15.16,6819.03,31.94
D,TRADING,REGIONSUM,4,"2017/06/09 04:30:00",1,QLD1,9,5309.07,10836,240,2.06,6441.29,0,1132.22,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,63,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 04:25:03",5336.04,5342.47,,24.93,,,,22.24,,,,,,,,,,,,,,,,,,,80.18,5422.65,0
D,TRADING,REGIONSUM,4,"2017/06/09 04:30:00",1,SA1,9,1224.8,2784.11,0,-0.11,1126.04,0,-98.76,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/09 04:25:03",1223.81,1225.28,,0,,,,0,,,,,,,,,,,,,,,,,,,60.95,1286.23,400.27
D,TRADING,REGIONSUM,4,"2017/06/09 04:30:00",1,TAS1,9,1081.23,2300.92,0,1.86,711.07,0,-370.16,0,,,21.01,,,,,,,,0,,,,,,,,2.93,,,,,,,,184.25,,,,,,,,161.43,,,,,,,,65.52,,,,,,"2017/06/09 04:25:03",1079.69,1081.23,,36.02,,,,50,,,,,,,,,,,,,,,,,,,78.03,1159.26,13.92
D,TRADING,REGIONSUM,4,"2017/06/09 04:30:00",1,VIC1,9,4129.88,8418.12,0,1.74,4671.29,0,541.42,0,,,157.06,,,,,,,,82.3,,,,,,,,63.34,,,,,,,,20.5,,,,,,,,62.26,,,,,,,,97.95,,,,,,"2017/06/09 04:25:03",4123.86,4137.94,,0,,,,5,,,,,,,,,,,,,,,,,,,220.33,4358.27,156.12
D,TRADING,REGIONSUM,4,"2017/06/09 05:00:00",1,NSW1,10,6847.45,12336.89,0,14.3,5812.14,0,-1035.3,0,,,16,,,,,,,,18.5,,,,,,,,16,,,,,,,,228.75,,,,,,,,142.6,,,,,,,,205.27,,,,,,"2017/06/09 04:55:03",6857.67,6874.87,,66.78,,,,51,,,,,,,,,,,,,,,,,,,21.93,6896.80,44.89
D,TRADING,REGIONSUM,4,"2017/06/09 05:00:00",1,QLD1,10,5438.71,10823.5,240,1.52,6501.1,0,1062.4,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,63,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 04:55:03",5458.12,5465.99,,26.5,,,,19.17,,,,,,,,,,,,,,,,,,,87.2,5553.19,0
D,TRADING,REGIONSUM,4,"2017/06/09 05:00:00",1,SA1,10,1240.19,2841.69,0,2.05,1157.78,0,-82.41,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/09 04:55:03",1239.19,1240.51,,0,,,,0,,,,,,,,,,,,,,,,,,,51.27,1291.78,463.69
D,TRADING,REGIONSUM,4,"2017/06/09 05:00:00",1,TAS1,10,1114.18,2302.08,0,2.92,712.87,0,-401.31,0,,,0.33,,,,,,,,0,,,,,,,,0,,,,,,,,192.02,,,,,,,,162.13,,,,,,,,64.89,,,,,,"2017/06/09 04:55:03",1110.32,1114.18,,26.72,,,,50,,,,,,,,,,,,,,,,,,,67.92,1182.10,15.08
D,TRADING,REGIONSUM,4,"2017/06/09 05:00:00",1,VIC1,10,4179.5,8370.95,0,7.77,4700.45,0,520.95,0,,,180.46,,,,,,,,117.22,,,,,,,,71.28,,,,,,,,24,,,,,,,,63.33,,,,,,,,97.91,,,,,,"2017/06/09 04:55:03",4171.01,4188.8,,0,,,,9.83,,,,,,,,,,,,,,,,,,,215.07,4403.87,168.95
D,TRADING,REGIONSUM,4,"2017/06/09 05:30:00",1,NSW1,11,7218.54,12424.84,0,61.3,6462.49,0,-756.05,0,,,66,,,,,,,,19,,,,,,,,16,,,,,,,,286.52,,,,,,,,159.08,,,,,,,,227.07,,,,,,"2017/06/09 05:25:03",7165.89,7234.07,,65.67,,,,57.5,,,,,,,,,,,,,,,,,,,28.36,7262.43,52.84
D,TRADING,REGIONSUM,4,"2017/06/09 05:30:00",1,QLD1,11,5710.82,10851,240,38.85,6579.66,0,868.85,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,63,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 05:25:03",5684.68,5725.3,,27.33,,,,20,,,,,,,,,,,,,,,,,,,81.35,5806.65,0
D,TRADING,REGIONSUM,4,"2017/06/09 05:30:00",1,SA1,11,1262.24,2880.99,0,5.14,1186.38,0,-75.86,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/09 05:25:03",1257.22,1262.51,,0,,,,0,,,,,,,,,,,,,,,,,,,55.6,1318.11,502.99
D,TRADING,REGIONSUM,4,"2017/06/09 05:30:00",1,TAS1,11,1135.32,2302.22,0,5.7,694.25,0,-441.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153.67,,,,,,,,169.34,,,,,,,,66.05,,,,,,"2017/06/09 05:25:03",1129.41,1135.32,,27,,,,48.49,,,,,,,,,,,,,,,,,,,73.05,1208.37,15.22
D,TRADING,REGIONSUM,4,"2017/06/09 05:30:00",1,VIC1,11,4356.02,8493.94,0,19.65,4802.77,0,446.75,0,,,128.74,,,,,,,,143.86,,,,,,,,70.54,,,,,,,,24,,,,,,,,49.33,,,,,,,,84.64,,,,,,"2017/06/09 05:25:03",4339.06,4368.34,,0,,,,4.01,,,,,,,,,,,,,,,,,,,194.86,4563.20,161.94
D,TRADING,REGIONSUM,4,"2017/06/09 06:00:00",1,NSW1,12,7566.13,12427.37,0,58.03,7108.9,0,-457.23,0,,,76,,,,,,,,19,,,,,,,,16,,,,,,,,269.28,,,,,,,,175,,,,,,,,206.08,,,,,,"2017/06/09 05:55:03",7495.72,7568.08,,74.5,,,,65.5,,,,,,,,,,,,,,,,,,,37.82,7605.90,55.37
D,TRADING,REGIONSUM,4,"2017/06/09 06:00:00",1,QLD1,12,5971.28,10851,240,49.02,6524.46,0,553.18,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,63,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 05:55:03",5933.37,5972.06,,18.42,,,,16.67,,,,,,,,,,,,,,,,,,,93.64,6065.70,0
D,TRADING,REGIONSUM,4,"2017/06/09 06:00:00",1,SA1,12,1308.84,2901.58,0,10.17,1237.25,0,-71.6,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/09 05:55:03",1296.84,1309.07,,0,,,,0,,,,,,,,,,,,,,,,,,,62.99,1372.06,523.58
D,TRADING,REGIONSUM,4,"2017/06/09 06:00:00",1,TAS1,12,1180.28,2301.8,0,9.35,731.73,0,-448.55,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,174.06,,,,,,,,150.98,,,,,,,,82.9,,,,,,"2017/06/09 05:55:03",1170.73,1180.28,,27.08,,,,42,,,,,,,,,,,,,,,,,,,76.18,1256.46,14.8
D,TRADING,REGIONSUM,4,"2017/06/09 06:00:00",1,VIC1,12,4583.97,8524.95,0,38.98,5023.95,0,439.98,0,,,115.88,,,,,,,,138.1,,,,,,,,63.1,,,,,,,,24,,,,,,,,44,,,,,,,,81,,,,,,"2017/06/09 05:55:03",4548.13,4596.8,,0,,,,5.83,,,,,,,,,,,,,,,,,,,208.06,4804.86,192.95
D,TRADING,REGIONSUM,4,"2017/06/09 06:30:00",1,NSW1,13,8302.24,12552.9,0,112.96,8127.97,0,-174.27,0,,,87.6,,,,,,,,16.41,,,,,,,,16,,,,,,,,226.61,,,,,,,,158.53,,,,,,,,187.18,,,,,,"2017/06/09 06:25:03",8168.36,8301.05,,55.16,,,,51.97,,,,,,,,,,,,,,,,,,,33.5,8334.55,70.9
D,TRADING,REGIONSUM,4,"2017/06/09 06:30:00",1,QLD1,13,6446.61,10851,240,88.2,6755.91,0,309.3,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,101.19,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 06:25:03",6340.88,6442.94,,43.87,,,,40.5,,,,,,,,,,,,,,,,,,,97.25,6540.19,0
D,TRADING,REGIONSUM,4,"2017/06/09 06:30:00",1,SA1,13,1391.77,2949.14,0,15.99,1446.52,0,54.76,0,,,0,,,,,,,,23.4,,,,,,,,0,,,,,,,,23.33,,,,,,,,60,,,,,,,,37.5,,,,,,"2017/06/09 06:25:03",1365.77,1391.84,,0,,,,0,,,,,,,,,,,,,,,,,,,61.43,1453.27,571.14
D,TRADING,REGIONSUM,4,"2017/06/09 06:30:00",1,TAS1,13,1247.83,2232.39,0,11.33,790.8,0,-457.03,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,138.14,,,,,,,,79.14,,,,,,,,74.99,,,,,,"2017/06/09 06:25:03",1238.41,1247.83,,20.97,,,,37.52,,,,,,,,,,,,,,,,,,,74.48,1322.31,13.39
D,TRADING,REGIONSUM,4,"2017/06/09 06:30:00",1,VIC1,13,5007.35,8531.51,0,47.82,5283.52,0,276.17,0,,,97.23,,,,,,,,100,,,,,,,,45.81,,,,,,,,33.22,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/09 06:25:03",4954.69,5021.07,,0,,,,0,,,,,,,,,,,,,,,,,,,215.57,5236.64,199.51
D,TRADING,REGIONSUM,4,"2017/06/09 07:00:00",1,NSW1,14,9024.61,12573.28,0,99.32,9023.01,0,-1.6,0,,,78.72,,,,,,,,3.92,,,,,,,,3.92,,,,,,,,198.55,,,,,,,,139.22,,,,,,,,167.04,,,,,,"2017/06/09 06:55:04",8902.82,9025.35,,58.17,,,,42.06,,,,,,,,,,,,,,,,,,,34.37,9059.72,91.28
D,TRADING,REGIONSUM,4,"2017/06/09 07:00:00",1,QLD1,14,6875.26,10851,240,82.84,7057.57,0,182.31,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,89.16,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 06:55:04",6768.86,6871.69,,26.33,,,,42.9,,,,,,,,,,,,,,,,,,,96.12,6967.81,0
D,TRADING,REGIONSUM,4,"2017/06/09 07:00:00",1,SA1,14,1483.25,2963.47,0,21.65,1543.54,0,60.29,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.33,,,,,,,,60,,,,,,,,37.5,,,,,,"2017/06/09 06:55:04",1458.83,1483.33,,0,,,,0,,,,,,,,,,,,,,,,,,,64.75,1548.08,585.47
D,TRADING,REGIONSUM,4,"2017/06/09 07:00:00",1,TAS1,14,1350.52,2220.07,0,15.86,1081.48,0,-269.04,0,,,2.31,,,,,,,,0,,,,,,,,0,,,,,,,,166.8,,,,,,,,67.56,,,,,,,,64.24,,,,,,"2017/06/09 06:55:04",1330.15,1350.52,,35.5,,,,45.04,,,,,,,,,,,,,,,,,,,76.43,1426.95,11.07
D,TRADING,REGIONSUM,4,"2017/06/09 07:00:00",1,VIC1,14,5524.69,8503.56,0,66.2,5554.57,0,29.88,0,,,91.67,,,,,,,,0,,,,,,,,0,,,,,,,,25.69,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/09 06:55:04",5461.36,5529.28,,0,,,,0,,,,,,,,,,,,,,,,,,,222.56,5751.84,171.56
D,TRADING,REGIONSUM,4,"2017/06/09 07:30:00",1,NSW1,15,9480.63,13250.08,0,67.65,9416.66,0,-63.97,0,,,70,,,,,,,,2,,,,,,,,0,,,,,,,,168.48,,,,,,,,94.01,,,,,,,,128.95,,,,,,"2017/06/09 07:25:04",9392.54,9479.73,,53.83,,,,58.02,,,,,,,,,,,,,,,,,,,56.36,9536.09,110.75
D,TRADING,REGIONSUM,4,"2017/06/09 07:30:00",1,QLD1,15,7192.98,10851,0,90.58,7376.78,0,183.8,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,94.4,,,,,,,,40,,,,,,,,42.36,,,,,,"2017/06/09 07:25:04",7078.21,7189.11,,28,,,,32.58,,,,,,,,,,,,,,,,,,,94.2,7283.31,0
D,TRADING,REGIONSUM,4,"2017/06/09 07:30:00",1,SA1,15,1631.04,2947.76,0,23.57,1563.42,0,-67.62,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,26.67,,,,,,,,40,,,,,,,,25.83,,,,,,"2017/06/09 07:25:04",1604.84,1631.18,,0,,,,2.33,,,,,,,,,,,,,,,,,,,50.41,1681.59,569.76
D,TRADING,REGIONSUM,4,"2017/06/09 07:30:00",1,TAS1,15,1443.43,2163.68,0,16.19,1086.74,0,-356.69,0,,,4.94,,,,,,,,0,,,,,,,,0,,,,,,,,187.68,,,,,,,,109.6,,,,,,,,88.48,,,,,,"2017/06/09 07:25:04",1428.26,1443.43,,38.17,,,,37.06,,,,,,,,,,,,,,,,,,,79.67,1523.10,11.68
D,TRADING,REGIONSUM,4,"2017/06/09 07:30:00",1,VIC1,15,5890.22,8324.78,0,20.93,6197.93,0,307.72,0,,,91.67,,,,,,,,0.89,,,,,,,,0,,,,,,,,30.42,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/09 07:25:04",5852.36,5898.09,,0,,,,0,,,,,,,,,,,,,,,,,,,232.53,6130.62,191.11
D,TRADING,REGIONSUM,4,"2017/06/09 08:00:00",1,NSW1,16,9826.75,13280.48,0,24.24,9473.54,0,-353.21,0,,,52.17,,,,,,,,0,,,,,,,,0,,,,,,,,201.59,,,,,,,,119.91,,,,,,,,145.56,,,,,,"2017/06/09 07:55:03",9789.69,9823.26,,70.32,,,,59.4,,,,,,,,,,,,,,,,,,,61.75,9885.01,134.48
D,TRADING,REGIONSUM,4,"2017/06/09 08:00:00",1,QLD1,16,7073.87,10844,0,23.26,7423.64,0,349.77,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,129.41,,,,,,,,40,,,,,,,,42.09,,,,,,"2017/06/09 07:55:03",7053.66,7070.37,,41.33,,,,44.34,,,,,,,,,,,,,,,,,,,98.67,7169.04,0
D,TRADING,REGIONSUM,4,"2017/06/09 08:00:00",1,SA1,16,1754.77,2929.48,0,19.38,1668.95,0,-85.81,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.33,,,,,,,,48.74,,,,,,,,27.5,,,,,,"2017/06/09 07:55:03",1727.83,1754.96,,0,,,,1.3,,,,,,,,,,,,,,,,,,,50.27,1805.23,551.48
D,TRADING,REGIONSUM,4,"2017/06/09 08:00:00",1,TAS1,16,1507.79,2134.62,0,5.77,1327.36,0,-180.43,0,,,1.74,,,,,,,,0,,,,,,,,0,,,,,,,,100.95,,,,,,,,72.41,,,,,,,,64.06,,,,,,"2017/06/09 07:55:03",1493.09,1507.79,,24.35,,,,24.96,,,,,,,,,,,,,,,,,,,93.6,1601.39,11.62
D,TRADING,REGIONSUM,4,"2017/06/09 08:00:00",1,VIC1,16,6233.13,8253.33,0,24.62,6496.42,0,263.29,0,,,93.33,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,44.83,,,,,,,,42,,,,,,"2017/06/09 07:55:03",6189.82,6233.53,,0,,,,0,,,,,,,,,,,,,,,,,,,233.23,6466.76,166
D,TRADING,REGIONSUM,4,"2017/06/09 08:30:00",1,NSW1,17,9795.45,13291.36,0,-18.79,9047.37,0,-748.08,0,,,28.67,,,,,,,,0,,,,,,,,0,,,,,,,,264.04,,,,,,,,163.06,,,,,,,,195.87,,,,,,"2017/06/09 08:25:03",9824.73,9793.19,,148.56,,,,66.51,,,,,,,,,,,,,,,,,,,65.1,9858.29,165.36
D,TRADING,REGIONSUM,4,"2017/06/09 08:30:00",1,QLD1,17,6812.24,10838,0,-21.85,7365.07,0,552.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,143.18,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 08:25:03",6834.73,6812.2,,4.01,,,,12.33,,,,,,,,,,,,,,,,,,,107.98,6920.18,0
D,TRADING,REGIONSUM,4,"2017/06/09 08:30:00",1,SA1,17,1853.89,2976.76,0,9.48,1955.78,0,101.89,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,40,,,,,,,,59.97,,,,,,,,30,,,,,,"2017/06/09 08:25:03",1838.33,1854.59,,14,,,,3.16,,,,,,,,,,,,,,,,,,,50.61,1905.20,600.76
D,TRADING,REGIONSUM,4,"2017/06/09 08:30:00",1,TAS1,17,1512.91,2138.73,0,-0.91,1392.09,0,-120.82,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,20.22,,,,,,,,59.45,,,,,,,,47.56,,,,,,"2017/06/09 08:25:03",1511.39,1512.91,,1.41,,,,48,,,,,,,,,,,,,,,,,,,96.59,1609.50,8.23
D,TRADING,REGIONSUM,4,"2017/06/09 08:30:00",1,VIC1,17,6334.03,8152.93,0,14.82,6546.72,0,212.69,0,,,86.95,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,44.83,,,,,,,,42,,,,,,"2017/06/09 08:25:03",6309.85,6334.14,,0,,,,0,,,,,,,,,,,,,,,,,,,225.8,6559.94,130.93
D,TRADING,REGIONSUM,4,"2017/06/09 09:00:00",1,NSW1,18,9571.68,13302.59,0,-46.96,8964.77,0,-606.91,0,,,48.38,,,,,,,,0,,,,,,,,0,,,,,,,,269.36,,,,,,,,176.95,,,,,,,,209.98,,,,,,"2017/06/09 08:55:03",9622.23,9577.25,,79.41,,,,64.18,,,,,,,,,,,,,,,,,,,51.79,9629.04,176.59
D,TRADING,REGIONSUM,4,"2017/06/09 09:00:00",1,QLD1,18,6495.37,10829,0,-21.07,6986.28,0,490.92,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,145.92,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/09 08:55:03",6534.51,6502.56,,0,,,,12,,,,,,,,,,,,,,,,,,,112.84,6615.40,0
D,TRADING,REGIONSUM,4,"2017/06/09 09:00:00",1,SA1,18,1849.42,3018.86,0,-6.45,1975.75,0,126.33,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,40,,,,,,,,60,,,,,,,,30,,,,,,"2017/06/09 08:55:03",1858.47,1850.33,,2.33,,,,7.49,,,,,,,,,,,,,,,,,,,51.71,1902.04,642.86
D,TRADING,REGIONSUM,4,"2017/06/09 09:00:00",1,TAS1,18,1504.07,2008.34,0,-3.52,1390.23,0,-113.83,0,,,12.25,,,,,,,,1.66,,,,,,,,0,,,,,,,,19.37,,,,,,,,61.04,,,,,,,,48.83,,,,,,"2017/06/09 08:55:03",1505.89,1504.07,,43.81,,,,46.33,,,,,,,,,,,,,,,,,,,75.48,1579.55,3.34
D,TRADING,REGIONSUM,4,"2017/06/09 09:00:00",1,VIC1,18,6321.45,8124.63,0,-16.6,6439.4,0,117.95,0,,,100,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,46.5,,,,,,,,43.47,,,,,,"2017/06/09 08:55:03",6338.51,6322.24,,0,,,,0,,,,,,,,,,,,,,,,,,,210.64,6532.88,116.13
D,TRADING,REGIONSUM,4,"2017/06/09 09:30:00",1,NSW1,19,9420.36,13317.72,0,-28.52,8724.42,0,-695.94,0,,,44.16,,,,,,,,0,,,,,,,,0,,,,,,,,261.16,,,,,,,,198.78,,,,,,,,222.02,,,,,,"2017/06/09 09:25:05",9469.03,9436.74,,97.47,,,,83.89,,,,,,,,,,,,,,,,,,,65.52,9502.26,191.72
D,TRADING,REGIONSUM,4,"2017/06/09 09:30:00",1,QLD1,19,6159.43,10822,0,12.76,6799.35,0,639.91,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,137.42,,,,,,,,40,,,,,,,,45.83,,,,,,"2017/06/09 09:25:05",6187.01,6176.9,,8.93,,,,15.33,,,,,,,,,,,,,,,,,,,113.63,6290.53,0
D,TRADING,REGIONSUM,4,"2017/06/09 09:30:00",1,SA1,19,1812.21,3008.36,0,-10.3,1826.02,0,13.82,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,40,,,,,,,,55.17,,,,,,,,29.17,,,,,,"2017/06/09 09:25:05",1830.93,1812.41,,2.26,,,,0,,,,,,,,,,,,,,,,,,,45.6,1858.01,633.36
D,TRADING,REGIONSUM,4,"2017/06/09 09:30:00",1,TAS1,19,1482.97,2005,0,-4.39,1378.07,0,-104.9,0,,,4.27,,,,,,,,4.15,,,,,,,,0,,,,,,,,55.64,,,,,,,,77.51,,,,,,,,62.01,,,,,,"2017/06/09 09:25:05",1484.57,1482.97,,29.76,,,,21.61,,,,,,,,,,,,,,,,,,,67.16,1550.13,0
D,TRADING,REGIONSUM,4,"2017/06/09 09:30:00",1,VIC1,19,6254.43,8052.29,0,6.28,6434.73,0,180.3,0,,,102.09,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,43.72,,,,,,,,40.67,,,,,,"2017/06/09 09:25:05",6244.31,6253.57,,0,,,,9.17,,,,,,,,,,,,,,,,,,,227.57,6481.14,141.29
D,TRADING,REGIONSUM,4,"2017/06/09 10:00:00",1,NSW1,20,9241.11,13210.32,0,-39.72,8529.78,0,-711.34,0,,,56.03,,,,,,,,0,,,,,,,,0,,,,,,,,336,,,,,,,,221.06,,,,,,,,232.47,,,,,,"2017/06/09 09:55:04",9294.18,9249.08,,73.23,,,,70.01,,,,,,,,,,,,,,,,,,,82.68,9331.76,190.32
D,TRADING,REGIONSUM,4,"2017/06/09 10:00:00",1,QLD1,20,5996.19,10660,0,6.94,6707.59,0,711.39,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,95.79,,,,,,,,53.03,,,,,,,,65.17,,,,,,"2017/06/09 09:55:04",6001.08,6004.49,,0.02,,,,39.92,,,,,,,,,,,,,,,,,,,114.13,6118.62,0
D,TRADING,REGIONSUM,4,"2017/06/09 10:00:00",1,SA1,20,1768.74,2978.35,0,-12.02,1760.03,0,-8.71,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.33,,,,,,,,41.79,,,,,,,,25.25,,,,,,"2017/06/09 09:55:04",1785.05,1769.02,,0,,,,0,,,,,,,,,,,,,,,,,,,37.45,1806.47,606.01
D,TRADING,REGIONSUM,4,"2017/06/09 10:00:00",1,TAS1,20,1434.41,2005.5,0,-5.16,1354.42,0,-79.99,0,,,15.36,,,,,,,,19.14,,,,,,,,9.17,,,,,,,,64.9,,,,,,,,83.34,,,,,,,,66.67,,,,,,"2017/06/09 09:55:04",1441.06,1434.41,,46.75,,,,15.58,,,,,,,,,,,,,,,,,,,64.27,1498.68,0.5
D,TRADING,REGIONSUM,4,"2017/06/09 10:00:00",1,VIC1,20,6127.08,8108.3,0,-19.96,6232.21,0,105.13,0,,,100,,,,,,,,0,,,,,,,,0,,,,,,,,27.71,,,,,,,,49,,,,,,,,42,,,,,,"2017/06/09 09:55:04",6160.39,6127.02,,0,,,,5,,,,,,,,,,,,,,,,,,,226.4,6353.42,190.3
D,TRADING,REGIONSUM,4,"2017/06/09 10:30:00",1,NSW1,21,9142.56,13125.5,0,-26.7,8475.52,0,-667.03,0,,,70.09,,,,,,,,10,,,,,,,,10,,,,,,,,341.75,,,,,,,,246.95,,,,,,,,246.26,,,,,,"2017/06/09 10:25:04",9196.98,9153.21,,87.75,,,,70.83,,,,,,,,,,,,,,,,,,,84.55,9237.76,261.5
D,TRADING,REGIONSUM,4,"2017/06/09 10:30:00",1,QLD1,21,5905.56,10191,0,7.84,6649.32,0,743.76,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,134.4,,,,,,,,80.23,,,,,,,,82.05,,,,,,"2017/06/09 10:25:04",5898.34,5914.89,,25.04,,,,52.53,,,,,,,,,,,,,,,,,,,114.94,6029.83,0
D,TRADING,REGIONSUM,4,"2017/06/09 10:30:00",1,SA1,21,1690.99,3020.92,0,-14.15,1714.16,0,23.17,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,20,,,,,,,,42.76,,,,,,,,25.83,,,,,,"2017/06/09 10:25:04",1713.43,1690.96,,0,,,,0,,,,,,,,,,,,,,,,,,,43.13,1734.09,649.92
D,TRADING,REGIONSUM,4,"2017/06/09 10:30:00",1,TAS1,21,1385.18,2005,0,-3.78,1380.34,0,-4.83,0,,,0.83,,,,,,,,9.55,,,,,,,,6.96,,,,,,,,23.44,,,,,,,,69.34,,,,,,,,55.48,,,,,,"2017/06/09 10:25:04",1387.52,1385.18,,48.88,,,,43.33,,,,,,,,,,,,,,,,,,,54.42,1439.60,0
D,TRADING,REGIONSUM,4,"2017/06/09 10:30:00",1,VIC1,21,5968.74,8132.82,0,-19.39,5894.2,0,-74.55,0,,,106.17,,,,,,,,39.95,,,,,,,,39.95,,,,,,,,22.33,,,,,,,,39,,,,,,,,54.79,,,,,,"2017/06/09 10:25:04",5996.25,5969.31,,0,,,,5.52,,,,,,,,,,,,,,,,,,,206.14,6175.45,158.48
