C,SETP.WORLD,DVD_TRADINGINTERCONNECT,AEMO,PUBLIC,2017/07/08,02:20:00,0000000285202926,,0000000285202674
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:00:00",1,VIC1-NSW1,18,-266.73,-251.53,15.45,"2017/06/26 08:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:30:00",1,N-Q-MNSP1,19,-76.98,-76.98,-1.6,"2017/06/26 09:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:30:00",1,NSW1-QLD1,19,-465.5,-450.31,3.53,"2017/06/26 09:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:30:00",1,T-V-MNSP1,19,186.75,196.46,3.32,"2017/06/26 09:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:30:00",1,V-S-MNSP1,19,2,-0.63,-0.02,"2017/06/26 09:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:30:00",1,V-SA,19,243.92,237.08,8.34,"2017/06/26 09:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 09:30:00",1,VIC1-NSW1,19,-293.4,-292.94,19.32,"2017/06/26 09:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:00:00",1,N-Q-MNSP1,20,-74.7,-74.7,-1.73,"2017/06/26 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:00:00",1,NSW1-QLD1,20,-512.96,-491.99,6.76,"2017/06/26 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:00:00",1,T-V-MNSP1,20,160.42,156.3,1.94,"2017/06/26 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:00:00",1,V-S-MNSP1,20,1.39,-2.58,-0.09,"2017/06/26 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:00:00",1,V-SA,20,220.02,207.39,6.31,"2017/06/26 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:00:00",1,VIC1-NSW1,20,-383.62,-359.28,25.34,"2017/06/26 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:30:00",1,N-Q-MNSP1,21,-75,-75,-1.72,"2017/06/26 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:30:00",1,NSW1-QLD1,21,-539.99,-533.68,9.84,"2017/06/26 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:30:00",1,T-V-MNSP1,21,165.4,181.32,2.74,"2017/06/26 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:30:00",1,V-S-MNSP1,21,-2.27,-3,-0.11,"2017/06/26 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:30:00",1,V-SA,21,206.44,200.85,6.03,"2017/06/26 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 10:30:00",1,VIC1-NSW1,21,-377.81,-364.78,25.37,"2017/06/26 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:00:00",1,N-Q-MNSP1,22,-72.83,-72.83,-1.84,"2017/06/26 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:00:00",1,NSW1-QLD1,22,-610.61,-575.1,13.63,"2017/06/26 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:00:00",1,T-V-MNSP1,22,201.3,213.84,3.92,"2017/06/26 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:00:00",1,V-S-MNSP1,22,-3.49,-6,-0.22,"2017/06/26 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:00:00",1,V-SA,22,188.33,167.77,4.23,"2017/06/26 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:00:00",1,VIC1-NSW1,22,-420.25,-346.39,23.23,"2017/06/26 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:30:00",1,N-Q-MNSP1,23,-73.72,-73.72,-1.79,"2017/06/26 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:30:00",1,NSW1-QLD1,23,-800.3,-795.2,43.09,"2017/06/26 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:30:00",1,T-V-MNSP1,23,199.48,206.67,3.64,"2017/06/26 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:30:00",1,V-S-MNSP1,23,-11.83,-13.47,-0.34,"2017/06/26 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:30:00",1,V-SA,23,161.74,151.67,3.57,"2017/06/26 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 11:30:00",1,VIC1-NSW1,23,-330.39,-286,17.32,"2017/06/26 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:00:00",1,N-Q-MNSP1,24,-72.92,-72.92,-1.84,"2017/06/26 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:00:00",1,NSW1-QLD1,24,-974.86,-936.15,61.62,"2017/06/26 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:00:00",1,T-V-MNSP1,24,166.72,168.76,2.34,"2017/06/26 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:00:00",1,V-S-MNSP1,24,-10,-15,-0.36,"2017/06/26 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:00:00",1,V-SA,24,122.41,104.33,1.61,"2017/06/26 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:00:00",1,VIC1-NSW1,24,-289.84,-221.87,12.66,"2017/06/26 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:30:00",1,N-Q-MNSP1,25,-71.97,-71.97,-1.88,"2017/06/26 12:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:30:00",1,NSW1-QLD1,25,-876.29,-852.41,48.94,"2017/06/26 12:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:30:00",1,T-V-MNSP1,25,224.1,236.36,4.88,"2017/06/26 12:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:30:00",1,V-S-MNSP1,25,-26.28,-28.5,-0.25,"2017/06/26 12:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:30:00",1,V-SA,25,91.63,87.17,1.06,"2017/06/26 12:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 12:30:00",1,VIC1-NSW1,25,-115.95,-103.99,4.81,"2017/06/26 12:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:00:00",1,N-Q-MNSP1,26,-70.08,-70.08,-1.96,"2017/06/26 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:00:00",1,NSW1-QLD1,26,-560.05,-525.89,9.66,"2017/06/26 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:00:00",1,T-V-MNSP1,26,212.1,215.27,3.99,"2017/06/26 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:00:00",1,V-S-MNSP1,26,-26.69,-28.94,-0.23,"2017/06/26 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:00:00",1,V-SA,26,57.02,52.08,0.29,"2017/06/26 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:00:00",1,VIC1-NSW1,26,-153.68,-133.42,6.44,"2017/06/26 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:30:00",1,N-Q-MNSP1,27,-69.6,-69.6,-1.98,"2017/06/26 13:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:30:00",1,NSW1-QLD1,27,-496.54,-498.99,7.22,"2017/06/26 13:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:30:00",1,T-V-MNSP1,27,201.32,205.66,3.61,"2017/06/26 13:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:30:00",1,V-S-MNSP1,27,-29.33,-32.79,-0.08,"2017/06/26 13:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:30:00",1,V-SA,27,62.7,57.24,0.41,"2017/06/26 13:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 13:30:00",1,VIC1-NSW1,27,-171.2,-133.81,6.66,"2017/06/26 13:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:00:00",1,N-Q-MNSP1,28,-70.78,-70.78,-1.93,"2017/06/26 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:00:00",1,NSW1-QLD1,28,-465.61,-482.83,5.48,"2017/06/26 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:00:00",1,T-V-MNSP1,28,198.37,193.4,3.14,"2017/06/26 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:00:00",1,V-S-MNSP1,28,-25.67,-26.36,-0.31,"2017/06/26 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:00:00",1,V-SA,28,77.95,74.45,0.79,"2017/06/26 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:00:00",1,VIC1-NSW1,28,-140.8,-131.97,6.61,"2017/06/26 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:30:00",1,N-Q-MNSP1,29,-71.12,-71.12,-1.92,"2017/06/26 14:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:30:00",1,NSW1-QLD1,29,-453.75,-467.29,3.93,"2017/06/26 14:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:30:00",1,T-V-MNSP1,29,133.45,124.67,1.13,"2017/06/26 14:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:30:00",1,V-S-MNSP1,29,-17.53,-18,-0.43,"2017/06/26 14:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:30:00",1,V-SA,29,92.09,94.34,1.31,"2017/06/26 14:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 14:30:00",1,VIC1-NSW1,29,-258.52,-269.51,16.56,"2017/06/26 14:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:00:00",1,N-Q-MNSP1,30,-73.27,-73.27,-1.82,"2017/06/26 14:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:00:00",1,NSW1-QLD1,30,-382.83,-400.3,0.12,"2017/06/26 14:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:00:00",1,T-V-MNSP1,30,118.6,121.63,1.07,"2017/06/26 14:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:00:00",1,V-S-MNSP1,30,-8.17,-9,-0.33,"2017/06/26 14:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:00:00",1,V-SA,30,134.6,132.32,2.85,"2017/06/26 14:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:00:00",1,VIC1-NSW1,30,-262.41,-268.84,16.4,"2017/06/26 14:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:30:00",1,N-Q-MNSP1,31,-75.57,-75.57,-1.68,"2017/06/26 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:30:00",1,NSW1-QLD1,31,-314.98,-319.19,-2.66,"2017/06/26 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:30:00",1,T-V-MNSP1,31,122.75,129.11,1.27,"2017/06/26 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:30:00",1,V-S-MNSP1,31,-9.39,-13.18,-0.38,"2017/06/26 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:30:00",1,V-SA,31,137.48,127.81,2.69,"2017/06/26 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 15:30:00",1,VIC1-NSW1,31,-147.23,-129.17,6.56,"2017/06/26 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:00:00",1,N-Q-MNSP1,32,-65.5,-65.5,-2.03,"2017/06/26 15:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:00:00",1,NSW1-QLD1,32,-228.03,-241.19,-4.41,"2017/06/26 15:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:00:00",1,T-V-MNSP1,32,163.05,169.63,2.45,"2017/06/26 15:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:00:00",1,V-S-MNSP1,32,-11.02,-13.5,-0.38,"2017/06/26 15:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:00:00",1,V-SA,32,138.16,133.03,2.94,"2017/06/26 15:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:00:00",1,VIC1-NSW1,32,-75.89,-78.48,3.45,"2017/06/26 15:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:30:00",1,N-Q-MNSP1,33,-44.63,-43.2,-2.43,"2017/06/26 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:30:00",1,NSW1-QLD1,33,-143.29,-171,-4.59,"2017/06/26 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:30:00",1,T-V-MNSP1,33,168.03,164.31,2.17,"2017/06/26 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:30:00",1,V-S-MNSP1,33,-9.59,-12.72,-0.37,"2017/06/26 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:30:00",1,V-SA,33,108.14,112.31,1.77,"2017/06/26 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 16:30:00",1,VIC1-NSW1,33,14.59,-5.52,0.28,"2017/06/26 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:00:00",1,N-Q-MNSP1,34,-45.22,-44.49,-2.44,"2017/06/26 16:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:00:00",1,NSW1-QLD1,34,-168.63,-195.97,-5.15,"2017/06/26 16:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:00:00",1,T-V-MNSP1,34,154.72,153.85,1.93,"2017/06/26 16:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:00:00",1,V-S-MNSP1,34,-9.8,-12,-0.36,"2017/06/26 16:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:00:00",1,V-SA,34,112.69,111.25,1.54,"2017/06/26 16:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:00:00",1,VIC1-NSW1,34,-276.29,-379.68,27.85,"2017/06/26 16:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:30:00",1,N-Q-MNSP1,35,-35.85,-33.13,-2.22,"2017/06/26 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:30:00",1,NSW1-QLD1,35,-112.4,-95.64,-3.59,"2017/06/26 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:30:00",1,T-V-MNSP1,35,137.1,136.69,1.45,"2017/06/26 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:30:00",1,V-S-MNSP1,35,-1.86,-3,-0.03,"2017/06/26 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:30:00",1,V-SA,35,127.82,121.53,1.9,"2017/06/26 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 17:30:00",1,VIC1-NSW1,35,-533.49,-598.19,55.24,"2017/06/26 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:00:00",1,N-Q-MNSP1,36,-37.57,-37,-2.32,"2017/06/26 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:00:00",1,NSW1-QLD1,36,-122.16,-114.49,-4.05,"2017/06/26 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:00:00",1,T-V-MNSP1,36,132.13,142.57,1.74,"2017/06/26 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:00:00",1,V-S-MNSP1,36,8.31,4.21,0.27,"2017/06/26 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:00:00",1,V-SA,36,177.11,193.59,5.07,"2017/06/26 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:00:00",1,VIC1-NSW1,36,-546.57,-515.42,45.54,"2017/06/26 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:30:00",1,N-Q-MNSP1,37,-38.15,-39.67,-2.38,"2017/06/26 18:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:30:00",1,NSW1-QLD1,37,-151.26,-147.99,-4.87,"2017/06/26 18:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:30:00",1,T-V-MNSP1,37,124.9,115.82,0.96,"2017/06/26 18:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:30:00",1,V-S-MNSP1,37,17.26,15,1.08,"2017/06/26 18:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:30:00",1,V-SA,37,259.36,259.81,8.96,"2017/06/26 18:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 18:30:00",1,VIC1-NSW1,37,-557.56,-564.18,52.52,"2017/06/26 18:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:00:00",1,N-Q-MNSP1,38,-36.02,-37,-2.32,"2017/06/26 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:00:00",1,NSW1-QLD1,38,-120.04,-124.24,-4.22,"2017/06/26 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:00:00",1,T-V-MNSP1,38,104.85,105.64,0.75,"2017/06/26 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:00:00",1,V-S-MNSP1,38,21.54,18,1.35,"2017/06/26 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:00:00",1,V-SA,38,272.15,274.4,9.82,"2017/06/26 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:00:00",1,VIC1-NSW1,38,-499.71,-510.87,43.35,"2017/06/26 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:30:00",1,N-Q-MNSP1,39,-40.62,-41,-2.41,"2017/06/26 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:30:00",1,NSW1-QLD1,39,-148.52,-158.21,-4.8,"2017/06/26 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:30:00",1,T-V-MNSP1,39,109.63,121.02,1.06,"2017/06/26 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:30:00",1,V-S-MNSP1,39,14.41,7.55,0.47,"2017/06/26 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:30:00",1,V-SA,39,241.36,250.92,7.82,"2017/06/26 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 19:30:00",1,VIC1-NSW1,39,-659.97,-690.14,66.97,"2017/06/26 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:00:00",1,N-Q-MNSP1,40,-40.65,-41,-2.39,"2017/06/26 19:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:00:00",1,NSW1-QLD1,40,-156.27,-173.14,-4.92,"2017/06/26 19:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:00:00",1,T-V-MNSP1,40,118.8,105.41,0.78,"2017/06/26 19:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:00:00",1,V-S-MNSP1,40,9.53,6,0.37,"2017/06/26 19:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:00:00",1,V-SA,40,217.69,213.69,5.17,"2017/06/26 19:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:00:00",1,VIC1-NSW1,40,-538.5,-491.11,38.16,"2017/06/26 19:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:30:00",1,N-Q-MNSP1,41,-48.65,-52.7,-2.4,"2017/06/26 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:30:00",1,NSW1-QLD1,41,-280.39,-255.3,-4.47,"2017/06/26 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:30:00",1,T-V-MNSP1,41,99.15,99.25,0.65,"2017/06/26 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:30:00",1,V-S-MNSP1,41,10.34,7.98,0.5,"2017/06/26 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:30:00",1,V-SA,41,231.69,239.4,7.26,"2017/06/26 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 20:30:00",1,VIC1-NSW1,41,-296.43,-263.77,14.44,"2017/06/26 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:00:00",1,N-Q-MNSP1,42,-59.9,-60.82,-2.29,"2017/06/26 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:00:00",1,NSW1-QLD1,42,-334.71,-337.65,-2.77,"2017/06/26 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:00:00",1,T-V-MNSP1,42,121.63,117.1,1.01,"2017/06/26 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:00:00",1,V-S-MNSP1,42,3.63,1.5,0.13,"2017/06/26 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:00:00",1,V-SA,42,226.43,227.86,6.85,"2017/06/26 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:00:00",1,VIC1-NSW1,42,-306.65,-296.33,16.31,"2017/06/26 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:30:00",1,N-Q-MNSP1,43,-61.38,-61.93,-2.26,"2017/06/26 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:30:00",1,NSW1-QLD1,43,-357.22,-340.84,-2.12,"2017/06/26 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:30:00",1,T-V-MNSP1,43,2.62,-43.09,1.63,"2017/06/26 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:30:00",1,V-S-MNSP1,43,8.11,3,0.22,"2017/06/26 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:30:00",1,V-SA,43,233.5,213.61,5.98,"2017/06/26 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 21:30:00",1,VIC1-NSW1,43,-306.53,-297.37,15.37,"2017/06/26 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:00:00",1,N-Q-MNSP1,44,-60.88,-60.23,-2.3,"2017/06/26 21:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:00:00",1,NSW1-QLD1,44,-318.62,-335.65,-1.59,"2017/06/26 21:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:00:00",1,T-V-MNSP1,44,-195.42,-202.29,5.05,"2017/06/26 21:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:00:00",1,V-S-MNSP1,44,-1.46,0.36,0.09,"2017/06/26 21:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:00:00",1,V-SA,44,214.9,217.5,6.47,"2017/06/26 21:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:00:00",1,VIC1-NSW1,44,-335.72,-355.03,18.86,"2017/06/26 21:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:30:00",1,N-Q-MNSP1,45,-65.77,-66.33,-2.1,"2017/06/26 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:30:00",1,NSW1-QLD1,45,-365.08,-391.52,0.59,"2017/06/26 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:30:00",1,T-V-MNSP1,45,-199.18,-214.45,5.64,"2017/06/26 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:30:00",1,V-S-MNSP1,45,2.41,0,0,"2017/06/26 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:30:00",1,V-SA,45,179.56,162.62,3.33,"2017/06/26 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 22:30:00",1,VIC1-NSW1,45,-320.17,-300.49,13.27,"2017/06/26 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:00:00",1,N-Q-MNSP1,46,-62.77,-65,-2.16,"2017/06/26 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:00:00",1,NSW1-QLD1,46,-350.62,-369.29,-0.28,"2017/06/26 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:00:00",1,T-V-MNSP1,46,-217.48,-209.66,5.45,"2017/06/26 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:00:00",1,V-S-MNSP1,46,9.33,7.5,0.5,"2017/06/26 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:00:00",1,V-SA,46,213.09,218.64,7.5,"2017/06/26 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:00:00",1,VIC1-NSW1,46,-320.82,-336.27,15.43,"2017/06/26 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:30:00",1,N-Q-MNSP1,47,-74.03,-74.45,-1.71,"2017/06/26 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:30:00",1,NSW1-QLD1,47,-476.78,-463.49,5.26,"2017/06/26 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:30:00",1,T-V-MNSP1,47,-174.65,-168.76,3.66,"2017/06/26 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:30:00",1,V-S-MNSP1,47,-8.37,-16.5,-0.19,"2017/06/26 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:30:00",1,V-SA,47,134.95,103.28,2.18,"2017/06/26 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/26 23:30:00",1,VIC1-NSW1,47,-192.26,-120.4,4.36,"2017/06/26 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/27 00:00:00",1,N-Q-MNSP1,48,-85.98,-87.67,-0.82,"2017/06/26 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/27 00:00:00",1,NSW1-QLD1,48,-526.41,-577.88,15.2,"2017/06/26 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/27 00:00:00",1,T-V-MNSP1,48,-143.52,-138.81,2.59,"2017/06/26 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/27 00:00:00",1,V-S-MNSP1,48,-11.43,-12.61,-0.37,"2017/06/26 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/27 00:00:00",1,V-SA,48,134.15,180.1,4.43,"2017/06/26 23:55:04"
