C,SETP.WORLD,DVD_TRADINGINTERCONNECT,AEMO,PUBLIC,2017/07/08,02:20:00,0000000285202926,,0000000285202674
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 22:30:00",1,N-Q-MNSP1,45,-152.15,-145.73,7.83,"2017/06/03 22:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 22:30:00",1,NSW1-QLD1,45,-949.22,-950,53.31,"2017/06/03 22:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 22:30:00",1,T-V-MNSP1,45,267.25,255.29,5.8,"2017/06/03 22:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 22:30:00",1,V-S-MNSP1,45,44.53,43.5,4.83,"2017/06/03 22:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 22:30:00",1,V-SA,45,463.83,444.66,34,"2017/06/03 22:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 22:30:00",1,VIC1-NSW1,45,23.86,47.63,-0.57,"2017/06/03 22:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:00:00",1,N-Q-MNSP1,46,-112.98,-111.19,1.69,"2017/06/03 22:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:00:00",1,NSW1-QLD1,46,-865.49,-861.36,40.4,"2017/06/03 22:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:00:00",1,T-V-MNSP1,46,264.2,253.9,5.71,"2017/06/03 22:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:00:00",1,V-S-MNSP1,46,48.6,51.09,6.27,"2017/06/03 22:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:00:00",1,V-SA,46,496.83,507.5,46.56,"2017/06/03 22:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:00:00",1,VIC1-NSW1,46,66.47,41.44,-0.28,"2017/06/03 22:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:30:00",1,N-Q-MNSP1,47,-117.25,-118.22,2.67,"2017/06/03 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:30:00",1,NSW1-QLD1,47,-939.27,-911.53,49.76,"2017/06/03 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:30:00",1,T-V-MNSP1,47,243.65,236.09,4.9,"2017/06/03 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:30:00",1,V-S-MNSP1,47,49.82,45,5.08,"2017/06/03 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:30:00",1,V-SA,47,489.89,464.32,39.01,"2017/06/03 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/03 23:30:00",1,VIC1-NSW1,47,-96.9,-110.04,5.05,"2017/06/03 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:00:00",1,N-Q-MNSP1,48,-129.98,-137.03,6.21,"2017/06/03 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:00:00",1,NSW1-QLD1,48,-897.05,-939.09,56.86,"2017/06/03 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:00:00",1,T-V-MNSP1,48,272.62,261.7,6.12,"2017/06/03 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:00:00",1,V-S-MNSP1,48,57.14,62.2,9.01,"2017/06/03 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:00:00",1,V-SA,48,526.44,561.59,55.61,"2017/06/03 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:00:00",1,VIC1-NSW1,48,-194.53,-248.4,11.76,"2017/06/03 23:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:30:00",1,N-Q-MNSP1,1,-124.03,-115.67,2.31,"2017/06/04 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:30:00",1,NSW1-QLD1,1,-870.93,-871.37,48.7,"2017/06/04 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:30:00",1,T-V-MNSP1,1,293.08,279.24,7.02,"2017/06/04 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:30:00",1,V-S-MNSP1,1,93.76,91.69,16.44,"2017/06/04 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:30:00",1,V-SA,1,589.33,592.77,63.49,"2017/06/04 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 00:30:00",1,VIC1-NSW1,1,-248.64,-263.13,12.02,"2017/06/04 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:00:00",1,N-Q-MNSP1,2,-119.92,-121.72,3.19,"2017/06/04 00:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:00:00",1,NSW1-QLD1,2,-862.18,-907.98,55.84,"2017/06/04 00:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:00:00",1,T-V-MNSP1,2,251.77,223.13,4.36,"2017/06/04 00:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:00:00",1,V-S-MNSP1,2,109.84,114,24.04,"2017/06/04 00:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:00:00",1,V-SA,2,604.59,593.87,64.98,"2017/06/04 00:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:00:00",1,VIC1-NSW1,2,-155,-151.28,4.83,"2017/06/04 00:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:30:00",1,N-Q-MNSP1,3,-156.1,-162.61,11.3,"2017/06/04 01:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:30:00",1,NSW1-QLD1,3,-943.35,-950,64.04,"2017/06/04 01:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:30:00",1,T-V-MNSP1,3,161.53,130.89,1.28,"2017/06/04 01:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:30:00",1,V-S-MNSP1,3,89.69,81.25,13.39,"2017/06/04 01:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:30:00",1,V-SA,3,602.12,600,67.86,"2017/06/04 01:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 01:30:00",1,VIC1-NSW1,3,-184.95,-237.61,8.07,"2017/06/04 01:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:00:00",1,N-Q-MNSP1,4,-158.93,-157.73,10.15,"2017/06/04 01:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:00:00",1,NSW1-QLD1,4,-935.96,-950,64.39,"2017/06/04 01:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:00:00",1,T-V-MNSP1,4,140.98,124.74,1.13,"2017/06/04 01:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:00:00",1,V-S-MNSP1,4,96.41,101.91,20,"2017/06/04 01:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:00:00",1,V-SA,4,594.17,590.45,66.95,"2017/06/04 01:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:00:00",1,VIC1-NSW1,4,-217.4,-210.87,5.93,"2017/06/04 01:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:30:00",1,N-Q-MNSP1,5,-155.48,-156.42,9.83,"2017/06/04 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:30:00",1,NSW1-QLD1,5,-969.5,-950,63.86,"2017/06/04 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:30:00",1,T-V-MNSP1,5,141.92,136.31,1.48,"2017/06/04 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:30:00",1,V-S-MNSP1,5,109.84,108.66,22.16,"2017/06/04 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:30:00",1,V-SA,5,602.49,590.64,67.67,"2017/06/04 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 02:30:00",1,VIC1-NSW1,5,-137.5,-98.6,1.85,"2017/06/04 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:00:00",1,N-Q-MNSP1,6,-155.13,-155.27,9.57,"2017/06/04 02:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:00:00",1,NSW1-QLD1,6,-929.43,-950,63.26,"2017/06/04 02:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:00:00",1,T-V-MNSP1,6,120.93,95.8,0.59,"2017/06/04 02:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:00:00",1,V-S-MNSP1,6,90.31,84.35,14.42,"2017/06/04 02:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:00:00",1,V-SA,6,593.56,594.27,68.88,"2017/06/04 02:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:00:00",1,VIC1-NSW1,6,-30.65,-25.97,0.37,"2017/06/04 02:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:30:00",1,N-Q-MNSP1,7,-153.93,-153.83,9.24,"2017/06/04 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:30:00",1,NSW1-QLD1,7,-948.97,-950,63.04,"2017/06/04 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:30:00",1,T-V-MNSP1,7,124.28,112.06,0.87,"2017/06/04 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:30:00",1,V-S-MNSP1,7,79.11,78.78,12.8,"2017/06/04 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:30:00",1,V-SA,7,600.96,583.97,67.09,"2017/06/04 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 03:30:00",1,VIC1-NSW1,7,82.15,104.68,0.3,"2017/06/04 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:00:00",1,N-Q-MNSP1,8,-153.17,-153.1,9.07,"2017/06/04 03:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:00:00",1,NSW1-QLD1,8,-957.54,-950,62.61,"2017/06/04 03:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:00:00",1,T-V-MNSP1,8,-64.47,-127.85,2.96,"2017/06/04 03:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:00:00",1,V-S-MNSP1,8,51.24,48.34,5.71,"2017/06/04 03:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:00:00",1,V-SA,8,500.22,472.5,44.26,"2017/06/04 03:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:00:00",1,VIC1-NSW1,8,120.46,103.45,0.43,"2017/06/04 03:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:30:00",1,N-Q-MNSP1,9,-153.18,-153.02,9.06,"2017/06/04 04:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:30:00",1,NSW1-QLD1,9,-963.72,-950,62.49,"2017/06/04 04:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:30:00",1,T-V-MNSP1,9,-180.97,-183.46,4.22,"2017/06/04 04:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:30:00",1,V-S-MNSP1,9,49,49.5,5.93,"2017/06/04 04:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:30:00",1,V-SA,9,483.8,469.26,43.62,"2017/06/04 04:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 04:30:00",1,VIC1-NSW1,9,70.81,74.51,0.2,"2017/06/04 04:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:00:00",1,N-Q-MNSP1,10,-150.48,-150.39,8.53,"2017/06/04 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:00:00",1,NSW1-QLD1,10,-975.07,-950,60.88,"2017/06/04 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:00:00",1,T-V-MNSP1,10,-166.5,-181.47,4.14,"2017/06/04 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:00:00",1,V-S-MNSP1,10,38.42,39.47,4.4,"2017/06/04 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:00:00",1,V-SA,10,485.76,463.4,42.72,"2017/06/04 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:00:00",1,VIC1-NSW1,10,59.28,80.8,0.33,"2017/06/04 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:30:00",1,N-Q-MNSP1,11,-153.77,-153.85,9.25,"2017/06/04 05:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:30:00",1,NSW1-QLD1,11,-951.51,-950,61.1,"2017/06/04 05:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:30:00",1,T-V-MNSP1,11,-165,-181,4.12,"2017/06/04 05:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:30:00",1,V-S-MNSP1,11,44.53,45,5.08,"2017/06/04 05:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:30:00",1,V-SA,11,468.07,457.24,41.46,"2017/06/04 05:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 05:30:00",1,VIC1-NSW1,11,45.88,45.61,0,"2017/06/04 05:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:00:00",1,N-Q-MNSP1,12,-154.8,-154.43,9.38,"2017/06/04 05:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:00:00",1,NSW1-QLD1,12,-977.85,-950,60.43,"2017/06/04 05:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:00:00",1,T-V-MNSP1,12,-170.6,-185.89,4.32,"2017/06/04 05:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:00:00",1,V-S-MNSP1,12,42.08,41.06,4.43,"2017/06/04 05:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:00:00",1,V-SA,12,438.85,419.83,34.72,"2017/06/04 05:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:00:00",1,VIC1-NSW1,12,73.52,91.63,0.34,"2017/06/04 05:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:30:00",1,N-Q-MNSP1,13,-154.45,-154.55,9.41,"2017/06/04 06:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:30:00",1,NSW1-QLD1,13,-975.15,-950,59.44,"2017/06/04 06:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:30:00",1,T-V-MNSP1,13,-181.08,-189.66,4.49,"2017/06/04 06:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:30:00",1,V-S-MNSP1,13,41.27,41.44,4.49,"2017/06/04 06:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:30:00",1,V-SA,13,424.52,416.15,33.95,"2017/06/04 06:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 06:30:00",1,VIC1-NSW1,13,70.16,65.1,0.04,"2017/06/04 06:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:00:00",1,N-Q-MNSP1,14,-151.73,-145.88,7.62,"2017/06/04 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:00:00",1,NSW1-QLD1,14,-973.82,-950,58.41,"2017/06/04 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:00:00",1,T-V-MNSP1,14,-162.47,-175.48,3.89,"2017/06/04 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:00:00",1,V-S-MNSP1,14,43.51,43.86,4.89,"2017/06/04 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:00:00",1,V-SA,14,427.17,421.53,34.76,"2017/06/04 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:00:00",1,VIC1-NSW1,14,15.09,-1.54,0.09,"2017/06/04 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:30:00",1,N-Q-MNSP1,15,-117.35,-114.33,2.11,"2017/06/04 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:30:00",1,NSW1-QLD1,15,-936.72,-892.89,48.04,"2017/06/04 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:30:00",1,T-V-MNSP1,15,-180.35,-199.37,4.93,"2017/06/04 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:30:00",1,V-S-MNSP1,15,48.6,49.5,5.93,"2017/06/04 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:30:00",1,V-SA,15,469.95,474.31,43.67,"2017/06/04 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 07:30:00",1,VIC1-NSW1,15,78.72,87.52,-0.05,"2017/06/04 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:00:00",1,N-Q-MNSP1,16,-117.77,-118.33,2.69,"2017/06/04 07:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:00:00",1,NSW1-QLD1,16,-934.38,-904.29,50.57,"2017/06/04 07:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:00:00",1,T-V-MNSP1,16,-120.02,-125.34,2.14,"2017/06/04 07:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:00:00",1,V-S-MNSP1,16,51.85,54.42,6.89,"2017/06/04 07:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:00:00",1,V-SA,16,495.16,495.44,47.54,"2017/06/04 07:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:00:00",1,VIC1-NSW1,16,74.25,78.03,0.2,"2017/06/04 07:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:30:00",1,N-Q-MNSP1,17,-126.78,-129.76,4.61,"2017/06/04 08:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:30:00",1,NSW1-QLD1,17,-945.17,-937.64,56.26,"2017/06/04 08:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:30:00",1,T-V-MNSP1,17,-97.13,-112.54,1.76,"2017/06/04 08:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:30:00",1,V-S-MNSP1,17,52.05,48.11,5.7,"2017/06/04 08:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:30:00",1,V-SA,17,491.8,471.22,42.12,"2017/06/04 08:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 08:30:00",1,VIC1-NSW1,17,19.79,13.13,-0.07,"2017/06/04 08:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:00:00",1,N-Q-MNSP1,18,-144.73,-149.35,8.77,"2017/06/04 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:00:00",1,NSW1-QLD1,18,-957.08,-949.14,58.97,"2017/06/04 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:00:00",1,T-V-MNSP1,18,-108,-119.06,1.95,"2017/06/04 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:00:00",1,V-S-MNSP1,18,45.75,45,5.08,"2017/06/04 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:00:00",1,V-SA,18,459.27,465.72,40.48,"2017/06/04 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:00:00",1,VIC1-NSW1,18,37.76,17.37,-0.2,"2017/06/04 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:30:00",1,N-Q-MNSP1,19,-159.43,-157.07,10.18,"2017/06/04 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:30:00",1,NSW1-QLD1,19,-991.34,-1001.49,68.11,"2017/06/04 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:30:00",1,T-V-MNSP1,19,51.18,81.14,1.2,"2017/06/04 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:30:00",1,V-S-MNSP1,19,43.1,43.12,4.77,"2017/06/04 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:30:00",1,V-SA,19,429.64,423.32,33.51,"2017/06/04 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 09:30:00",1,VIC1-NSW1,19,-81.53,-116.68,3.32,"2017/06/04 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:00:00",1,N-Q-MNSP1,20,-160.9,-158.3,10.39,"2017/06/04 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:00:00",1,NSW1-QLD1,20,-1034.94,-1026.8,72.93,"2017/06/04 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:00:00",1,T-V-MNSP1,20,193.68,180.46,2.68,"2017/06/04 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:00:00",1,V-S-MNSP1,20,44.73,45,5.08,"2017/06/04 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:00:00",1,V-SA,20,437.68,437.79,36.28,"2017/06/04 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:00:00",1,VIC1-NSW1,20,-159.28,-172.43,5.66,"2017/06/04 09:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:30:00",1,N-Q-MNSP1,21,-137.97,-143.05,7.13,"2017/06/04 10:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:30:00",1,NSW1-QLD1,21,-1017.58,-1001.24,70.14,"2017/06/04 10:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:30:00",1,T-V-MNSP1,21,180.25,169.99,2.37,"2017/06/04 10:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:30:00",1,V-S-MNSP1,21,37.81,39,4.1,"2017/06/04 10:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:30:00",1,V-SA,21,398.76,406.8,32.17,"2017/06/04 10:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 10:30:00",1,VIC1-NSW1,21,-86.51,-112.84,3.07,"2017/06/04 10:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:00:00",1,N-Q-MNSP1,22,-161.07,-160.98,10.88,"2017/06/04 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:00:00",1,NSW1-QLD1,22,-879.38,-861.38,48.97,"2017/06/04 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:00:00",1,T-V-MNSP1,22,141.7,115.86,0.98,"2017/06/04 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:00:00",1,V-S-MNSP1,22,43.71,44.18,4.94,"2017/06/04 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:00:00",1,V-SA,22,412.75,414.36,33.93,"2017/06/04 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:00:00",1,VIC1-NSW1,22,23.87,-14.45,0.27,"2017/06/04 10:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:30:00",1,N-Q-MNSP1,23,-159.15,-159.18,10.47,"2017/06/04 11:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:30:00",1,NSW1-QLD1,23,-868.78,-850,48.24,"2017/06/04 11:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:30:00",1,T-V-MNSP1,23,190.43,181.81,2.89,"2017/06/04 11:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:30:00",1,V-S-MNSP1,23,35.57,36,3.6,"2017/06/04 11:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:30:00",1,V-SA,23,385.59,371.4,27.9,"2017/06/04 11:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 11:30:00",1,VIC1-NSW1,23,40.66,22.23,-0.17,"2017/06/04 11:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:00:00",1,N-Q-MNSP1,24,-149.63,-145.08,7.62,"2017/06/04 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:00:00",1,NSW1-QLD1,24,-896.22,-921.55,58.88,"2017/06/04 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:00:00",1,T-V-MNSP1,24,112.18,99.07,0.72,"2017/06/04 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:00:00",1,V-S-MNSP1,24,15.63,12.9,0.98,"2017/06/04 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:00:00",1,V-SA,24,253.32,213.35,9.78,"2017/06/04 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:00:00",1,VIC1-NSW1,24,77.87,108.66,0.32,"2017/06/04 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:30:00",1,N-Q-MNSP1,25,-128.63,-129,4.37,"2017/06/04 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:30:00",1,NSW1-QLD1,25,-993.74,-991.32,69.57,"2017/06/04 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:30:00",1,T-V-MNSP1,25,89.3,78.09,0.36,"2017/06/04 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:30:00",1,V-S-MNSP1,25,-3.69,-4.14,-0.15,"2017/06/04 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:30:00",1,V-SA,25,86.14,89.05,1.77,"2017/06/04 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 12:30:00",1,VIC1-NSW1,25,290.59,274.65,4.35,"2017/06/04 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:00:00",1,N-Q-MNSP1,26,-126.75,-125.1,3.74,"2017/06/04 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:00:00",1,NSW1-QLD1,26,-942.16,-937.93,59.92,"2017/06/04 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:00:00",1,T-V-MNSP1,26,66.68,59.22,0.14,"2017/06/04 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:00:00",1,V-S-MNSP1,26,-9.19,-8.76,-0.32,"2017/06/04 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:00:00",1,V-SA,26,89.53,83,1.5,"2017/06/04 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:00:00",1,VIC1-NSW1,26,293.63,299.5,5.74,"2017/06/04 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:30:00",1,N-Q-MNSP1,27,-122.98,-124.35,3.62,"2017/06/04 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/04 13:30:00",1,NSW1-QLD1,27,-931.07,-931.46,58.78,"2017/06/04 13:25:03"
