C,SETP.WORLD,DVD_DUDETAIL,AEMO,PUBLIC,2017/07/08,00:25:02,0000000285202740,,0000000285202674
I,PARTICIPANT_REGISTRATION,DUDETAIL,3,EFFECTIVEDATE,DUID,VERSIONNO,CONNECTIONPOINTID,VOLTLEVEL,REGISTEREDCAPACITY,AGCCAPABILITY,DISPATCHTYPE,MAXCAPACITY,STARTTYPE,NORMALLYONFLAG,PHYSICALDETAILSFLAG,SPINNINGRESERVEFLAG,AUTHORISEDBY,AUTHORISEDDATE,LASTCHANGED,INTERMITTENTFLAG,SEMISCHEDULE_FLAG,MAXRATEOFCHANGEUP,MAXRATEOFCHANGEDOWN
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",NPSNL2,1,SLCCL,275,100,N,GENERATOR,100,"NOT DISPATCHED",,,Y,BATCH,"2004/01/22 15:27:34","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",OSB-AG,1,SNBN1,66,180,N,GENERATOR,204,SLOW,,,N,BATCH,"2004/01/22 15:27:34","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",PLAYB-AG,1,SPSD1,275,240,Y,GENERATOR,252,SLOW,,,Y,BATCH,"2004/01/22 15:27:35","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",BARRON-1,1,QBGH1,132,30,N,GENERATOR,33,FAST,,,Y,BATCH,"2004/01/22 15:27:35","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",BARRON-2,1,QBGH2,132,30,N,GENERATOR,33,FAST,,,Y,BATCH,"2004/01/22 15:27:36","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",KAREEYA1,1,QKAH1,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2004/01/22 15:27:36","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",KAREEYA2,1,QKAH2,132,21,N,GENERATOR,22,FAST,,,Y,BATCH,"2004/01/22 15:27:36","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",KAREEYA4,1,QKAH4,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2004/01/22 15:27:38","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",KAREEYA5,1,QKYH5,132,7,N,GENERATOR,7,"NOT DISPATCHED",,,Y,BATCH,"2004/01/22 15:27:39","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",KARYNL1,1,QKRX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/01/22 15:27:39","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",RPCG,1,QBMH1,110,28,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/01/22 15:27:41","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",STAN-1,1,QSTN1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/01/22 15:27:42","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",STAN-3,1,QSTN3,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/01/22 15:27:43","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",STAN-4,1,QSTN4,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/01/22 15:27:44","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",STANNL1,1,QSTX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/01/22 15:27:44","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",WHILL1,1,QTUL,22,12,N,GENERATOR,12,"NOT DISPATCHED",,,N,BATCH,"2004/01/22 15:27:46","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/01/22 00:00:00",WIVENSH,1,QABR1,33,5,N,GENERATOR,5,"NOT DISPATCHED",,,N,BATCH,"2004/01/22 15:27:46","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/02/03 00:00:00",LYA3,1,VLYP3,500,500,Y,GENERATOR,560,SLOW,,,Y,BATCH,"2004/02/03 08:53:13","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/02/03 00:00:00",LYA4,1,VLYP4,500,500,Y,GENERATOR,530,SLOW,,,Y,BATCH,"2004/02/03 08:53:14","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/02/03 00:00:00",LYNL1,1,VLYPL,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/02/03 08:53:14","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/03/03 00:00:00",PMATTAEP,1,NSW22,11,4,N,GENERATOR,4,"NOT DISPATCHED",,,N,BATCH,"2004/03/03 16:19:56","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/19 00:00:00",BROOKLYN,1,VBL61,22,1,N,GENERATOR,1,"NOT DISPATCHED",,,N,BATCH,"2004/05/19 16:43:59","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/19 00:00:00",EASTCRK,1,NSW21,11,5,N,GENERATOR,5,"NOT DISPATCHED",,,N,BATCH,"2004/05/19 16:43:59","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/19 00:00:00",JACKSGUL,1,NLP11,11,2,N,GENERATOR,2,"NOT DISPATCHED",,,N,BATCH,"2004/05/19 16:44:00","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/19 00:00:00",WGULLY,1,NDT11,11,2,N,GENERATOR,2,"NOT DISPATCHED",,,N,BATCH,"2004/05/19 16:44:00","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/25 00:00:00",PMATTAEP,1,NSW22,11,4,N,GENERATOR,4,"NOT DISPATCHED",,,N,BATCH,"2004/05/25 11:38:09","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/25 00:00:00",SOMERSET,1,QSPN1,33,3,N,GENERATOR,4,"NOT DISPATCHED",,,N,BATCH,"2004/05/25 11:38:09","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/05/25 00:00:00",TERALBA,1,NNEW1,33,8,N,GENERATOR,8,"NOT DISPATCHED",,,N,BATCH,"2004/05/25 11:38:09","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",CALL_A_1,1,QCAA1,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2004/06/01 16:41:21","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",CALL_A_2,1,QCAA2,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2004/06/01 16:41:22","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",CALL_A_4,1,QCAA4,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2004/06/01 16:41:22","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",CALL_B_1,1,QCAB1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/06/01 16:41:23","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",CALL_B_2,1,QCAB2,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/06/01 16:41:23","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",CALLNL1,1,QCAX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/06/01 16:41:23","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWAN_B_1,1,QSWB1,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2004/06/01 16:41:24","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWAN_B_2,1,QSWB2,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2004/06/01 16:41:24","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWAN_B_3,1,QSWB3,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2004/06/01 16:41:24","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWAN_B_4,1,QSWB4,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2004/06/01 16:41:24","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWAN_E,1,QSWE,275,385,Y,GENERATOR,412,SLOW,,,Y,BATCH,"2004/06/01 16:41:25","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWANNL1,1,QSWX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/06/01 16:41:25","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/01 00:00:00",SWANNL2,1,QSW1,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/06/01 16:41:25","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",DARTM1,1,VDPS,220,150,Y,GENERATOR,185,SLOW,,,Y,BATCH,"2004/06/15 16:26:58","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",EILDON1,1,VEPS1,220,60,Y,GENERATOR,60,SLOW,,,Y,BATCH,"2004/06/15 16:26:59","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",EILDON2,1,VEPS2,220,60,Y,GENERATOR,60,SLOW,,,Y,BATCH,"2004/06/15 16:26:59","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",MCKAY1,1,VMKP1,220,75,Y,GENERATOR,75,SLOW,,,Y,BATCH,"2004/06/15 16:26:59","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",MCKAY2,1,VMKP2,220,75,Y,GENERATOR,75,SLOW,,,Y,BATCH,"2004/06/15 16:26:59","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",WKIEWA1,1,VWKP1,220,31,Y,GENERATOR,31,SLOW,,,N,BATCH,"2004/06/15 16:27:00","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/15 00:00:00",WKIEWA2,1,VWKP2,220,31,Y,GENERATOR,31,SLOW,,,N,BATCH,"2004/06/15 16:27:00","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/06/22 00:00:00",SUNCOAST,1,QPWD1,11,1,N,GENERATOR,1,"NOT DISPATCHED",,,N,BATCH,"2004/06/23 09:18:23","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",DG_NSW1,1,NDNSG,330,3000,N,GENERATOR,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:31","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",DG_QLD1,1,QDNSG,330,3000,N,GENERATOR,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:31","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",DG_SA1,1,SDNSG,330,3000,N,GENERATOR,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:32","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",DG_VIC1,1,VDNSG,330,3000,N,GENERATOR,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:32","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",RT_QLD1,1,QRT1,330,3000,N,LOAD,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:33","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",RT_SA1,1,SRT1,330,3000,N,LOAD,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:33","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/07/27 00:00:00",RT_VIC1,1,VRT1,330,3000,N,LOAD,3000,SLOW,N,,N,BATCH,"2004/07/27 14:23:33","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",BARRON-1,1,QBGH1,132,30,N,GENERATOR,33,FAST,,,Y,BATCH,"2004/08/10 12:43:21","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",BARRON-2,1,QBGH2,132,30,N,GENERATOR,33,FAST,,,Y,BATCH,"2004/08/10 12:43:21","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",KAREEYA1,1,QKAH1,132,21,N,GENERATOR,22,FAST,,,Y,BATCH,"2004/08/10 12:43:21","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",KAREEYA2,1,QKAH2,132,21,N,GENERATOR,22,FAST,,,Y,BATCH,"2004/08/10 12:43:21","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",KAREEYA3,1,QKAH3,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2004/08/10 12:43:22","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",KAREEYA4,1,QKAH4,132,21,N,GENERATOR,22,FAST,,,Y,BATCH,"2004/08/10 12:43:22","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",KAREEYA5,1,QKYH5,132,7,N,GENERATOR,7,"NOT DISPATCHED",,,Y,BATCH,"2004/08/10 12:43:22","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",KARYNL1,1,QKRX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/08/10 12:43:22","2008/12/10 09:21:30",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",MACKAYGT,1,QMKG,33,30,N,GENERATOR,34,FAST,,,Y,BATCH,"2004/08/10 12:43:23","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",RPCG,1,QBMH1,110,28,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/08/10 12:43:23","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",STAN-1,1,QSTN1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/08/10 12:43:23","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",STAN-2,1,QSTN2,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/08/10 12:43:23","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",STAN-3,1,QSTN3,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/08/10 12:43:24","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",STAN-4,1,QSTN4,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2004/08/10 12:43:24","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",STANNL1,1,QSTX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/08/10 12:43:24","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",WHILL1,1,QTUL,22,12,N,GENERATOR,12,"NOT DISPATCHED",,,N,BATCH,"2004/08/10 12:43:25","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/10 00:00:00",WIVENSH,1,QABR1,33,5,N,GENERATOR,5,"NOT DISPATCHED",,,N,BATCH,"2004/08/10 12:43:25","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/17 00:00:00",LKBONNY1,1,SMAY1,33,81,N,GENERATOR,81,"NOT DISPATCHED",,,N,BATCH,"2004/08/18 13:47:26","2009/05/27 10:12:36",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/17 00:00:00",PMATTAEP,1,NSW22,11,4,N,GENERATOR,4,"NOT DISPATCHED",,,N,BATCH,"2004/08/18 13:47:27","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/17 00:00:00",SOMERSET,1,QSPN1,33,3,N,GENERATOR,4,"NOT DISPATCHED",,,N,BATCH,"2004/08/18 13:47:27","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/08/17 00:00:00",TERALBA,1,NNEW1,33,8,N,GENERATOR,8,"NOT DISPATCHED",,,N,BATCH,"2004/08/18 13:47:27","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",BURRIN,1,NBUK,132,27,N,GENERATOR,28,"NOT DISPATCHED",,,Y,BATCH,"2004/09/14 10:18:17","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",ER01,1,NEPS1,330,660,Y,GENERATOR,720,SLOW,,,Y,BATCH,"2004/09/14 10:18:18","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",ER02,1,NEPS2,330,660,Y,GENERATOR,720,SLOW,,,Y,BATCH,"2004/09/14 10:18:18","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",ER03,1,NEPS3,500,660,Y,GENERATOR,720,SLOW,,,Y,BATCH,"2004/09/14 10:18:19","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",ER04,1,NEPS4,500,660,Y,GENERATOR,720,SLOW,,,Y,BATCH,"2004/09/14 10:18:19","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",ERNL1,1,NEPSL,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/09/14 10:18:20","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",HUMENSW,1,NHUM,132,29,N,GENERATOR,70,FAST,,,Y,BATCH,"2004/09/14 10:18:20","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",KEEPIT,1,NKPT,66,6,N,GENERATOR,8,"NOT DISPATCHED",,,Y,BATCH,"2004/09/14 10:18:20","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",SHGEN,1,NSHL,330,240,N,GENERATOR,240,FAST,,,Y,BATCH,"2004/09/14 10:18:21","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",SHPUMP,1,NSHP1,330,240,N,LOAD,240,FAST,N,,N,BATCH,"2004/09/14 10:18:21","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/14 00:00:00",WG01,1,NWGB,132,50,N,GENERATOR,50,"NOT DISPATCHED",,,Y,BATCH,"2004/09/14 10:18:21","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/28 00:00:00",BROOKLYN,1,VBL61,22,1,N,GENERATOR,1,"NOT DISPATCHED",,,N,BATCH,"2004/09/29 08:17:19","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/28 00:00:00",EASTCRK,1,NSW21,11,5,N,GENERATOR,5,"NOT DISPATCHED",,,N,BATCH,"2004/09/29 08:17:19","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/28 00:00:00",JACKSGUL,1,NLP11,11,2,N,GENERATOR,2,"NOT DISPATCHED",,,N,BATCH,"2004/09/29 08:17:20","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/09/28 00:00:00",WGULLY,1,NDT11,11,2,N,GENERATOR,2,"NOT DISPATCHED",,,N,BATCH,"2004/09/29 08:17:20","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",BARCALDN,1,QBCG,132,55,N,GENERATOR,57,FAST,,,N,BATCH,"2004/10/21 10:56:58","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",COLNSNL1,1,QCLX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2004/10/21 10:56:59","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",COLNSV_1,1,QCVL1,132,32,N,GENERATOR,35,SLOW,,,N,BATCH,"2004/10/21 10:56:59","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",COLNSV_2,1,QCVL2,132,32,N,GENERATOR,35,SLOW,,,N,BATCH,"2004/10/21 10:56:59","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",COLNSV_3,1,QCVL3,132,32,N,GENERATOR,35,SLOW,,,N,BATCH,"2004/10/21 10:56:59","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",COLNSV_4,1,QCVL4,132,33,N,GENERATOR,35,SLOW,,,N,BATCH,"2004/10/21 10:57:00","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",COLNSV_5,1,QCVL5,132,66,N,GENERATOR,68,SLOW,,,N,BATCH,"2004/10/21 10:57:00","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",GSTONE1,1,QGLD1,275,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2004/10/21 10:57:00","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",GSTONE2,1,QGLD2,275,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2004/10/21 10:57:01","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",GSTONE3,1,QGLD3,132,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2004/10/21 10:57:01","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",GSTONE4,1,QGLD4,132,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2004/10/21 10:57:01","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",GSTONE5,1,QGLD5,275,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2004/10/21 10:57:01","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",GSTONE6,1,QGLD6,275,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2004/10/21 10:57:02","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",MSTUART1,1,QMSP1,132,144,Y,GENERATOR,152,FAST,,,N,BATCH,"2004/10/21 10:57:02","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",MSTUART2,1,QMSP2,132,144,Y,GENERATOR,152,FAST,,,N,BATCH,"2004/10/21 10:57:02","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",OAKEY2,1,QOKY2,110,141,Y,GENERATOR,171,FAST,,,N,BATCH,"2004/10/21 10:57:03","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",YABULU,1,QTYP,132,160,Y,GENERATOR,174,FAST,,,N,BATCH,"2004/10/21 10:57:03","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",YABULU2,1,QGAR1,66,82,N,GENERATOR,84,FAST,,,N,BATCH,"2004/10/21 10:57:03","2008/12/10 09:21:31",N,N,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,3,"2004/10/20 00:00:00",BARCALDN,2,QBCG,132,55,N,GENERATOR,57,FAST,,,N,BATCH,"2004/10/21 14:45:54","2008/12/10 09:21:31",N,N,,
